"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
286418|200|7|2.3.2010 0:00:00|6.3.2010 0:00:00|165699,85 Kè|92055,48 Kè
286419|213|7|7.3.2010 0:00:00|14.3.2010 0:00:00|265119,76 Kè|147288,76 Kè
286420|194|7|15.3.2010 0:00:00|27.3.2010 0:00:00|430819,61 Kè|239344,24 Kè
286421|197|7|28.3.2010 0:00:00|10.4.2010 0:00:00|463959,58 Kè|257755,33 Kè
286422|298|7|11.4.2010 0:00:00|14.4.2010 0:00:00|132559,88 Kè|73644,38 Kè
286423|282|7|15.4.2010 0:00:00|29.4.2010 0:00:00|497099,55 Kè|276166,43 Kè
286424|253|7|30.4.2010 0:00:00|11.5.2010 0:00:00|397679,64 Kè|220933,14 Kè
286425|194|7|17.5.2010 0:00:00|27.5.2010 0:00:00|364539,67 Kè|202522,05 Kè
286426|178|7|28.5.2010 0:00:00|7.6.2010 0:00:00|364539,67 Kè|202522,05 Kè
286427|266|7|8.6.2010 0:00:00|12.6.2010 0:00:00|165699,85 Kè|92055,48 Kè
286428|282|7|13.6.2010 0:00:00|19.6.2010 0:00:00|231979,79 Kè|128877,67 Kè
286429|287|7|20.6.2010 0:00:00|2.7.2010 0:00:00|430819,61 Kè|239344,24 Kè
286430|242|7|9.7.2010 0:00:00|19.7.2010 0:00:00|364539,67 Kè|202522,05 Kè
286431|301|7|20.7.2010 0:00:00|25.7.2010 0:00:00|198839,82 Kè|110466,57 Kè
286432|263|7|4.8.2010 0:00:00|5.8.2010 0:00:00|66279,94 Kè|36822,19 Kè
286433|282|7|6.8.2010 0:00:00|11.8.2010 0:00:00|198839,82 Kè|110466,57 Kè
286434|295|7|12.8.2010 0:00:00|20.8.2010 0:00:00|298259,73 Kè|165699,86 Kè
286435|221|7|21.8.2010 0:00:00|3.9.2010 0:00:00|463959,58 Kè|257755,33 Kè
286436|173|7|4.9.2010 0:00:00|8.9.2010 0:00:00|165699,85 Kè|92055,48 Kè
286437|229|7|9.9.2010 0:00:00|22.9.2010 0:00:00|463959,58 Kè|257755,33 Kè
286438|183|7|2.10.2010 0:00:00|11.10.2010 0:00:00|331399,70 Kè|184110,95 Kè
286439|213|7|12.10.2010 0:00:00|22.10.2010 0:00:00|364539,67 Kè|202522,05 Kè
286440|197|7|2.11.2010 0:00:00|15.11.2010 0:00:00|463959,58 Kè|257755,33 Kè
286441|226|7|16.11.2010 0:00:00|25.11.2010 0:00:00|331399,70 Kè|184110,95 Kè
286442|183|7|26.11.2010 0:00:00|2.12.2010 0:00:00|231979,79 Kè|128877,67 Kè
286443|203|7|3.12.2010 0:00:00|11.12.2010 0:00:00|298259,73 Kè|165699,86 Kè
286444|183|7|12.12.2010 0:00:00|20.12.2010 0:00:00|298259,73 Kè|165699,86 Kè
286445|304|7|21.12.2010 0:00:00|23.12.2010 0:00:00|99419,91 Kè|55233,29 Kè
286446|258|7|24.12.2010 0:00:00|6.1.2011 0:00:00|463959,58 Kè|257755,33 Kè
286447|304|7|10.1.2011 0:00:00|24.1.2011 0:00:00|539999,99 Kè|300000,00 Kè
286448|173|7|25.1.2011 0:00:00|28.1.2011 0:00:00|144000,00 Kè|80000,00 Kè
286449|218|7|29.1.2011 0:00:00|30.1.2011 0:00:00|72000,00 Kè|40000,00 Kè
286450|253|7|31.1.2011 0:00:00|12.2.2011 0:00:00|467999,99 Kè|260000,00 Kè
286451|269|7|13.2.2011 0:00:00|22.2.2011 0:00:00|359999,99 Kè|200000,00 Kè
286452|298|7|23.2.2011 0:00:00|28.2.2011 0:00:00|215999,99 Kè|120000,00 Kè
286453|247|7|1.3.2011 0:00:00|8.3.2011 0:00:00|287999,99 Kè|160000,00 Kè
286454|258|7|9.3.2011 0:00:00|23.3.2011 0:00:00|539999,99 Kè|300000,00 Kè
286455|266|7|24.3.2011 0:00:00|1.4.2011 0:00:00|323999,99 Kè|180000,00 Kè
286456|203|7|2.4.2011 0:00:00|5.4.2011 0:00:00|144000,00 Kè|80000,00 Kè
286457|173|7|6.4.2011 0:00:00|15.4.2011 0:00:00|359999,99 Kè|200000,00 Kè
286458|287|7|16.4.2011 0:00:00|30.4.2011 0:00:00|539999,99 Kè|300000,00 Kè
286459|239|7|1.5.2011 0:00:00|14.5.2011 0:00:00|503999,99 Kè|280000,00 Kè
286460|197|7|15.5.2011 0:00:00|28.5.2011 0:00:00|503999,99 Kè|280000,00 Kè
286461|287|7|29.5.2011 0:00:00|1.6.2011 0:00:00|144000,00 Kè|80000,00 Kè
286462|274|7|2.6.2011 0:00:00|16.6.2011 0:00:00|539999,99 Kè|300000,00 Kè
286463|269|7|17.6.2011 0:00:00|30.6.2011 0:00:00|503999,99 Kè|280000,00 Kè
286464|226|7|1.7.2011 0:00:00|13.7.2011 0:00:00|467999,99 Kè|260000,00 Kè
286465|218|7|14.7.2011 0:00:00|25.7.2011 0:00:00|431999,99 Kè|240000,00 Kè
286466|194|7|26.7.2011 0:00:00|9.8.2011 0:00:00|539999,99 Kè|300000,00 Kè
286467|173|7|10.8.2011 0:00:00|15.8.2011 0:00:00|215999,99 Kè|120000,00 Kè
286468|173|7|27.8.2011 0:00:00|1.9.2011 0:00:00|215999,99 Kè|120000,00 Kè
286469|292|7|14.9.2011 0:00:00|20.9.2011 0:00:00|251999,99 Kè|140000,00 Kè
286470|191|7|2.10.2011 0:00:00|4.10.2011 0:00:00|108000,00 Kè|60000,00 Kè
286471|307|7|5.10.2011 0:00:00|17.10.2011 0:00:00|467999,99 Kè|260000,00 Kè
286472|295|7|18.10.2011 0:00:00|27.10.2011 0:00:00|359999,99 Kè|200000,00 Kè
286473|194|7|28.10.2011 0:00:00|8.11.2011 0:00:00|431999,99 Kè|240000,00 Kè
286474|301|7|9.11.2011 0:00:00|20.11.2011 0:00:00|431999,99 Kè|240000,00 Kè
