"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
284018|213|2|9.10.2006 0:00:00|22.10.2006 0:00:00|541945,94 Kè|301081,09 Kè
284019|298|2|23.10.2006 0:00:00|30.10.2006 0:00:00|309683,39 Kè|172046,33 Kè
284020|301|2|31.10.2006 0:00:00|11.11.2006 0:00:00|464525,09 Kè|258069,50 Kè
284021|200|2|12.11.2006 0:00:00|22.11.2006 0:00:00|425814,67 Kè|236563,71 Kè
284022|247|2|23.11.2006 0:00:00|7.12.2006 0:00:00|580656,36 Kè|322586,88 Kè
284023|208|2|8.12.2006 0:00:00|16.12.2006 0:00:00|348393,82 Kè|193552,13 Kè
284024|239|2|17.12.2006 0:00:00|21.12.2006 0:00:00|193552,12 Kè|107528,96 Kè
284025|221|2|22.12.2006 0:00:00|28.12.2006 0:00:00|270972,97 Kè|150540,54 Kè
284026|183|2|29.12.2006 0:00:00|10.1.2007 0:00:00|503235,52 Kè|279575,29 Kè
284027|188|2|11.1.2007 0:00:00|15.1.2007 0:00:00|179182,61 Kè|99545,90 Kè
284028|183|2|16.1.2007 0:00:00|29.1.2007 0:00:00|501711,30 Kè|278728,51 Kè
284029|178|2|30.1.2007 0:00:00|13.2.2007 0:00:00|537547,82 Kè|298637,69 Kè
284030|203|2|14.2.2007 0:00:00|19.2.2007 0:00:00|215019,13 Kè|119455,08 Kè
284031|282|2|20.2.2007 0:00:00|24.2.2007 0:00:00|179182,61 Kè|99545,90 Kè
284032|173|2|25.2.2007 0:00:00|6.3.2007 0:00:00|358365,22 Kè|199091,79 Kè
284033|213|2|7.3.2007 0:00:00|17.3.2007 0:00:00|394201,74 Kè|219000,97 Kè
284034|239|2|18.3.2007 0:00:00|19.3.2007 0:00:00|71673,04 Kè|39818,36 Kè
284035|194|2|20.3.2007 0:00:00|2.4.2007 0:00:00|501711,30 Kè|278728,51 Kè
284036|203|2|3.4.2007 0:00:00|5.4.2007 0:00:00|107509,56 Kè|59727,54 Kè
284037|242|2|12.4.2007 0:00:00|19.4.2007 0:00:00|286692,17 Kè|159273,43 Kè
284038|188|2|20.4.2007 0:00:00|23.4.2007 0:00:00|143346,09 Kè|79636,72 Kè
284039|307|2|24.4.2007 0:00:00|2.5.2007 0:00:00|322528,69 Kè|179182,61 Kè
284040|178|2|3.5.2007 0:00:00|6.5.2007 0:00:00|143346,09 Kè|79636,72 Kè
284041|183|2|7.5.2007 0:00:00|13.5.2007 0:00:00|250855,65 Kè|139364,25 Kè
284042|229|2|14.5.2007 0:00:00|26.5.2007 0:00:00|465874,78 Kè|258819,33 Kè
284043|234|2|27.5.2007 0:00:00|3.6.2007 0:00:00|286692,17 Kè|159273,43 Kè
284044|229|2|4.6.2007 0:00:00|13.6.2007 0:00:00|358365,22 Kè|199091,79 Kè
284045|239|2|14.6.2007 0:00:00|21.6.2007 0:00:00|286692,17 Kè|159273,43 Kè
284046|200|2|22.6.2007 0:00:00|28.6.2007 0:00:00|250855,65 Kè|139364,25 Kè
284047|282|2|29.6.2007 0:00:00|11.7.2007 0:00:00|465874,78 Kè|258819,33 Kè
284048|178|2|12.7.2007 0:00:00|15.7.2007 0:00:00|143346,09 Kè|79636,72 Kè
284049|221|2|16.7.2007 0:00:00|24.7.2007 0:00:00|322528,69 Kè|179182,61 Kè
284050|203|2|7.8.2007 0:00:00|16.8.2007 0:00:00|358365,22 Kè|199091,79 Kè
284051|242|2|17.8.2007 0:00:00|29.8.2007 0:00:00|465874,78 Kè|258819,33 Kè
284052|263|2|30.8.2007 0:00:00|10.9.2007 0:00:00|430038,26 Kè|238910,15 Kè
284053|234|2|15.10.2007 0:00:00|28.10.2007 0:00:00|501711,30 Kè|278728,51 Kè
284054|191|2|29.10.2007 0:00:00|9.11.2007 0:00:00|430038,26 Kè|238910,15 Kè
284055|226|2|10.11.2007 0:00:00|14.11.2007 0:00:00|179182,61 Kè|99545,90 Kè
284056|131|2|15.11.2007 0:00:00|21.11.2007 0:00:00|250855,65 Kè|139364,25 Kè
284057|239|2|22.11.2007 0:00:00|2.12.2007 0:00:00|394201,74 Kè|219000,97 Kè
284058|292|2|18.12.2007 0:00:00|26.12.2007 0:00:00|322528,69 Kè|179182,61 Kè
