"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
286618|242|8|3.1.1994 0:00:00|9.1.1994 0:00:00|210286,90 Kè|116826,06 Kè
286619|301|8|10.1.1994 0:00:00|21.1.1994 0:00:00|360491,82 Kè|200273,24 Kè
286620|239|8|22.1.1994 0:00:00|31.1.1994 0:00:00|300409,85 Kè|166894,37 Kè
286621|213|8|10.2.1994 0:00:00|19.2.1994 0:00:00|300409,85 Kè|166894,37 Kè
286622|229|8|27.2.1994 0:00:00|10.3.1994 0:00:00|360491,82 Kè|200273,24 Kè
286623|295|8|11.3.1994 0:00:00|24.3.1994 0:00:00|420573,79 Kè|233652,11 Kè
286624|183|8|28.3.1994 0:00:00|30.3.1994 0:00:00|90122,96 Kè|50068,31 Kè
286625|208|8|13.4.1994 0:00:00|21.4.1994 0:00:00|270368,87 Kè|150204,93 Kè
286626|200|8|22.4.1994 0:00:00|30.4.1994 0:00:00|270368,87 Kè|150204,93 Kè
286627|226|8|1.5.1994 0:00:00|7.5.1994 0:00:00|210286,90 Kè|116826,06 Kè
286628|282|8|10.5.1994 0:00:00|23.5.1994 0:00:00|420573,79 Kè|233652,11 Kè
286629|263|8|24.5.1994 0:00:00|7.6.1994 0:00:00|450614,78 Kè|250341,55 Kè
286630|183|8|8.6.1994 0:00:00|13.6.1994 0:00:00|180245,91 Kè|100136,62 Kè
286631|234|8|16.6.1994 0:00:00|28.6.1994 0:00:00|390532,81 Kè|216962,68 Kè
286632|263|8|2.7.1994 0:00:00|12.7.1994 0:00:00|330450,84 Kè|183583,80 Kè
286633|282|8|13.7.1994 0:00:00|21.7.1994 0:00:00|270368,87 Kè|150204,93 Kè
286634|247|8|27.7.1994 0:00:00|2.8.1994 0:00:00|210286,90 Kè|116826,06 Kè
286635|191|8|3.8.1994 0:00:00|14.8.1994 0:00:00|360491,82 Kè|200273,24 Kè
286636|234|8|15.8.1994 0:00:00|18.8.1994 0:00:00|120163,94 Kè|66757,75 Kè
286637|269|8|19.8.1994 0:00:00|1.9.1994 0:00:00|420573,79 Kè|233652,11 Kè
286638|191|8|2.9.1994 0:00:00|11.9.1994 0:00:00|300409,85 Kè|166894,37 Kè
286639|234|8|20.9.1994 0:00:00|25.9.1994 0:00:00|180245,91 Kè|100136,62 Kè
286640|274|8|7.10.1994 0:00:00|9.10.1994 0:00:00|90122,96 Kè|50068,31 Kè
286641|253|8|10.10.1994 0:00:00|24.10.1994 0:00:00|450614,78 Kè|250341,55 Kè
286642|292|8|12.11.1994 0:00:00|26.11.1994 0:00:00|450614,78 Kè|250341,55 Kè
286643|263|8|27.11.1994 0:00:00|11.12.1994 0:00:00|450614,78 Kè|250341,55 Kè
286644|131|8|12.12.1994 0:00:00|24.12.1994 0:00:00|390532,81 Kè|216962,68 Kè
286645|194|8|5.1.1995 0:00:00|9.1.1995 0:00:00|145728,60 Kè|80960,33 Kè
286646|242|8|10.1.1995 0:00:00|17.1.1995 0:00:00|233165,76 Kè|129536,54 Kè
286647|203|8|18.1.1995 0:00:00|21.1.1995 0:00:00|116582,88 Kè|64768,27 Kè
286648|226|8|22.1.1995 0:00:00|26.1.1995 0:00:00|145728,60 Kè|80960,33 Kè
286649|242|8|27.1.1995 0:00:00|10.2.1995 0:00:00|437185,80 Kè|242881,00 Kè
