"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
284318|213|4|4.2.1994 0:00:00|9.2.1994 0:00:00|405553,30 Kè|225307,39 Kè
284319|131|4|10.2.1994 0:00:00|11.2.1994 0:00:00|135184,43 Kè|75102,47 Kè
284320|263|4|12.2.1994 0:00:00|13.2.1994 0:00:00|135184,43 Kè|75102,47 Kè
284321|194|4|14.2.1994 0:00:00|17.2.1994 0:00:00|270368,87 Kè|150204,93 Kè
284322|208|4|18.2.1994 0:00:00|1.3.1994 0:00:00|811106,60 Kè|450614,79 Kè
284323|234|4|2.3.1994 0:00:00|14.3.1994 0:00:00|878698,82 Kè|488166,02 Kè
284324|242|4|15.3.1994 0:00:00|17.3.1994 0:00:00|202776,65 Kè|112653,70 Kè
284325|131|4|18.3.1994 0:00:00|22.3.1994 0:00:00|337961,08 Kè|187756,16 Kè
284326|298|4|23.3.1994 0:00:00|26.3.1994 0:00:00|270368,87 Kè|150204,93 Kè
284327|269|4|27.3.1994 0:00:00|4.4.1994 0:00:00|608329,95 Kè|337961,09 Kè
284328|279|4|5.4.1994 0:00:00|18.4.1994 0:00:00|946291,03 Kè|525717,25 Kè
284329|178|4|19.4.1994 0:00:00|20.4.1994 0:00:00|135184,43 Kè|75102,47 Kè
284330|183|4|21.4.1994 0:00:00|29.4.1994 0:00:00|608329,95 Kè|337961,09 Kè
284331|197|4|30.4.1994 0:00:00|2.5.1994 0:00:00|202776,65 Kè|112653,70 Kè
284332|131|4|3.5.1994 0:00:00|13.5.1994 0:00:00|743514,38 Kè|413063,56 Kè
284333|203|4|14.5.1994 0:00:00|26.5.1994 0:00:00|878698,82 Kè|488166,02 Kè
284334|279|4|27.5.1994 0:00:00|7.6.1994 0:00:00|811106,60 Kè|450614,79 Kè
284335|229|4|8.6.1994 0:00:00|17.6.1994 0:00:00|675922,17 Kè|375512,32 Kè
284336|173|4|18.6.1994 0:00:00|27.6.1994 0:00:00|675922,17 Kè|375512,32 Kè
284337|269|4|28.6.1994 0:00:00|5.7.1994 0:00:00|540737,73 Kè|300409,86 Kè
284338|247|4|10.7.1994 0:00:00|16.7.1994 0:00:00|473145,52 Kè|262858,63 Kè
284339|307|4|17.7.1994 0:00:00|23.7.1994 0:00:00|473145,52 Kè|262858,63 Kè
284340|191|4|24.7.1994 0:00:00|28.7.1994 0:00:00|337961,08 Kè|187756,16 Kè
284341|298|4|29.7.1994 0:00:00|1.8.1994 0:00:00|270368,87 Kè|150204,93 Kè
284342|234|4|2.8.1994 0:00:00|6.8.1994 0:00:00|337961,08 Kè|187756,16 Kè
284343|218|4|7.8.1994 0:00:00|14.8.1994 0:00:00|540737,73 Kè|300409,86 Kè
284344|229|4|15.8.1994 0:00:00|21.8.1994 0:00:00|473145,52 Kè|262858,63 Kè
284345|287|4|22.8.1994 0:00:00|2.9.1994 0:00:00|811106,60 Kè|450614,79 Kè
284346|298|4|3.9.1994 0:00:00|12.9.1994 0:00:00|675922,17 Kè|375512,32 Kè
284347|269|4|13.9.1994 0:00:00|15.9.1994 0:00:00|202776,65 Kè|112653,70 Kè
284348|183|4|16.9.1994 0:00:00|27.9.1994 0:00:00|811106,60 Kè|450614,79 Kè
284349|239|4|28.9.1994 0:00:00|8.10.1994 0:00:00|743514,38 Kè|413063,56 Kè
284350|234|4|9.10.1994 0:00:00|11.10.1994 0:00:00|202776,65 Kè|112653,70 Kè
284351|266|4|12.10.1994 0:00:00|25.10.1994 0:00:00|946291,03 Kè|525717,25 Kè
284352|226|4|13.11.1994 0:00:00|18.11.1994 0:00:00|405553,30 Kè|225307,39 Kè
284353|304|4|30.11.1994 0:00:00|3.12.1994 0:00:00|270368,87 Kè|150204,93 Kè
284354|282|4|14.12.1994 0:00:00|25.12.1994 0:00:00|811106,60 Kè|450614,79 Kè
284355|178|4|9.1.1995 0:00:00|21.1.1995 0:00:00|852512,30 Kè|473617,96 Kè
284356|307|4|22.1.1995 0:00:00|31.1.1995 0:00:00|655778,69 Kè|364321,51 Kè
284357|194|4|1.2.1995 0:00:00|15.2.1995 0:00:00|983668,04 Kè|546482,26 Kè
284358|292|4|16.2.1995 0:00:00|22.2.1995 0:00:00|459045,09 Kè|255025,05 Kè
284359|292|4|23.2.1995 0:00:00|4.3.1995 0:00:00|655778,69 Kè|364321,51 Kè
284360|173|4|5.3.1995 0:00:00|16.3.1995 0:00:00|786934,43 Kè|437185,81 Kè
284361|178|4|17.3.1995 0:00:00|26.3.1995 0:00:00|655778,69 Kè|364321,51 Kè
284362|194|4|27.3.1995 0:00:00|9.4.1995 0:00:00|918090,17 Kè|510050,11 Kè
284363|258|4|10.4.1995 0:00:00|22.4.1995 0:00:00|852512,30 Kè|473617,96 Kè
284364|307|4|25.4.1995 0:00:00|8.5.1995 0:00:00|918090,17 Kè|510050,11 Kè
