"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
288618|165|6|2.4.2008 0:00:00|11.4.2008 0:00:00|286911,82 Kè|151006,22 Kè
288619|75|6|12.4.2008 0:00:00|16.4.2008 0:00:00|143455,91 Kè|75503,11 Kè
288620|154|6|17.4.2008 0:00:00|29.4.2008 0:00:00|372985,36 Kè|196308,09 Kè
288621|149|6|30.4.2008 0:00:00|9.5.2008 0:00:00|286911,82 Kè|151006,22 Kè
288622|165|6|10.5.2008 0:00:00|18.5.2008 0:00:00|258220,63 Kè|135905,60 Kè
288623|75|6|19.5.2008 0:00:00|25.5.2008 0:00:00|200838,27 Kè|105704,35 Kè
288624|105|6|26.5.2008 0:00:00|2.6.2008 0:00:00|229529,45 Kè|120804,98 Kè
288625|136|6|3.6.2008 0:00:00|14.6.2008 0:00:00|344294,18 Kè|181207,47 Kè
288626|162|6|26.6.2008 0:00:00|30.6.2008 0:00:00|143455,91 Kè|75503,11 Kè
288627|80|6|1.7.2008 0:00:00|4.7.2008 0:00:00|114764,73 Kè|60402,49 Kè
288628|136|6|5.7.2008 0:00:00|19.7.2008 0:00:00|430367,72 Kè|226509,33 Kè
288629|105|6|20.7.2008 0:00:00|23.7.2008 0:00:00|114764,73 Kè|60402,49 Kè
288630|83|6|27.7.2008 0:00:00|8.8.2008 0:00:00|372985,36 Kè|196308,09 Kè
288631|102|6|24.8.2008 0:00:00|4.9.2008 0:00:00|344294,18 Kè|181207,47 Kè
288632|80|6|5.9.2008 0:00:00|7.9.2008 0:00:00|86073,54 Kè|45301,87 Kè
288633|70|6|8.9.2008 0:00:00|19.9.2008 0:00:00|344294,18 Kè|181207,47 Kè
288634|170|6|1.10.2008 0:00:00|10.10.2008 0:00:00|286911,82 Kè|151006,22 Kè
288635|113|6|25.10.2008 0:00:00|28.10.2008 0:00:00|114764,73 Kè|60402,49 Kè
288636|91|6|29.10.2008 0:00:00|2.11.2008 0:00:00|143455,91 Kè|75503,11 Kè
288637|70|6|3.11.2008 0:00:00|15.11.2008 0:00:00|372985,36 Kè|196308,09 Kè
288638|96|6|16.11.2008 0:00:00|30.11.2008 0:00:00|430367,72 Kè|226509,33 Kè
288639|136|6|1.12.2008 0:00:00|2.12.2008 0:00:00|57382,36 Kè|30201,24 Kè
288640|80|6|3.12.2008 0:00:00|7.12.2008 0:00:00|143455,91 Kè|75503,11 Kè
288641|154|6|8.12.2008 0:00:00|20.12.2008 0:00:00|372985,36 Kè|196308,09 Kè
288642|139|6|21.12.2008 0:00:00|24.12.2008 0:00:00|114764,73 Kè|60402,49 Kè
288643|162|6|25.12.2008 0:00:00|29.12.2008 0:00:00|143455,91 Kè|75503,11 Kè
288644|144|6|30.12.2008 0:00:00|2.1.2009 0:00:00|114764,73 Kè|60402,49 Kè
288645|126|6|3.1.2009 0:00:00|14.1.2009 0:00:00|379198,72 Kè|199578,27 Kè
288646|70|6|15.1.2009 0:00:00|28.1.2009 0:00:00|442398,50 Kè|232841,32 Kè
288647|105|6|29.1.2009 0:00:00|12.2.2009 0:00:00|473998,39 Kè|249472,84 Kè
288648|105|6|19.2.2009 0:00:00|23.2.2009 0:00:00|157999,46 Kè|83157,61 Kè
288649|96|6|24.2.2009 0:00:00|9.3.2009 0:00:00|442398,50 Kè|232841,32 Kè
288650|159|6|19.3.2009 0:00:00|1.4.2009 0:00:00|442398,50 Kè|232841,32 Kè
288651|144|6|2.4.2009 0:00:00|11.4.2009 0:00:00|315998,93 Kè|166315,23 Kè
288652|121|6|12.4.2009 0:00:00|22.4.2009 0:00:00|347598,82 Kè|182946,75 Kè
288653|75|6|20.5.2009 0:00:00|26.5.2009 0:00:00|221199,25 Kè|116420,66 Kè
288654|86|6|27.5.2009 0:00:00|2.6.2009 0:00:00|221199,25 Kè|116420,66 Kè
288655|75|6|3.6.2009 0:00:00|17.6.2009 0:00:00|473998,39 Kè|249472,84 Kè
288656|162|6|18.6.2009 0:00:00|1.7.2009 0:00:00|442398,50 Kè|232841,32 Kè
288657|170|6|29.7.2009 0:00:00|3.8.2009 0:00:00|189599,36 Kè|99789,14 Kè
288658|159|6|4.8.2009 0:00:00|17.8.2009 0:00:00|442398,50 Kè|232841,32 Kè
288659|113|6|18.8.2009 0:00:00|20.8.2009 0:00:00|94799,68 Kè|49894,57 Kè
288660|75|6|7.9.2009 0:00:00|18.9.2009 0:00:00|379198,72 Kè|199578,27 Kè
288661|162|6|19.9.2009 0:00:00|22.9.2009 0:00:00|126399,57 Kè|66526,09 Kè
288662|80|6|10.10.2009 0:00:00|19.10.2009 0:00:00|315998,93 Kè|166315,23 Kè
288663|80|6|20.10.2009 0:00:00|24.10.2009 0:00:00|157999,46 Kè|83157,61 Kè
288664|126|6|25.10.2009 0:00:00|30.10.2009 0:00:00|189599,36 Kè|99789,14 Kè
288665|105|6|31.10.2009 0:00:00|6.11.2009 0:00:00|221199,25 Kè|116420,66 Kè
288666|83|6|7.11.2009 0:00:00|15.11.2009 0:00:00|284399,04 Kè|149683,71 Kè
288667|70|6|16.11.2009 0:00:00|29.11.2009 0:00:00|442398,50 Kè|232841,32 Kè
288668|105|6|11.12.2009 0:00:00|12.12.2009 0:00:00|63199,79 Kè|33263,05 Kè
288669|91|6|25.12.2009 0:00:00|26.12.2009 0:00:00|63199,79 Kè|33263,05 Kè
288670|113|6|2.1.2010 0:00:00|10.1.2010 0:00:00|314829,72 Kè|165699,86 Kè
288671|75|6|11.1.2010 0:00:00|18.1.2010 0:00:00|279848,64 Kè|147288,76 Kè
288672|165|6|21.1.2010 0:00:00|31.1.2010 0:00:00|384791,88 Kè|202522,05 Kè
288673|83|6|1.2.2010 0:00:00|7.2.2010 0:00:00|244867,56 Kè|128877,67 Kè
288674|126|6|14.2.2010 0:00:00|18.2.2010 0:00:00|174905,40 Kè|92055,48 Kè
288675|136|6|19.2.2010 0:00:00|24.2.2010 0:00:00|209886,48 Kè|110466,57 Kè
288676|116|6|25.2.2010 0:00:00|8.3.2010 0:00:00|419772,96 Kè|220933,14 Kè
288677|80|6|9.3.2010 0:00:00|21.3.2010 0:00:00|454754,04 Kè|239344,24 Kè
288678|99|6|22.3.2010 0:00:00|28.3.2010 0:00:00|244867,56 Kè|128877,67 Kè
288679|121|6|6.4.2010 0:00:00|17.4.2010 0:00:00|419772,96 Kè|220933,14 Kè
288680|165|6|18.4.2010 0:00:00|28.4.2010 0:00:00|384791,88 Kè|202522,05 Kè
288681|159|6|29.4.2010 0:00:00|2.5.2010 0:00:00|139924,32 Kè|73644,38 Kè
288682|144|6|3.5.2010 0:00:00|12.5.2010 0:00:00|349810,80 Kè|184110,95 Kè
288683|96|6|13.5.2010 0:00:00|20.5.2010 0:00:00|279848,64 Kè|147288,76 Kè
288684|99|6|21.5.2010 0:00:00|1.6.2010 0:00:00|419772,96 Kè|220933,14 Kè
288685|170|6|2.6.2010 0:00:00|7.6.2010 0:00:00|209886,48 Kè|110466,57 Kè
288686|99|6|8.6.2010 0:00:00|21.6.2010 0:00:00|489735,12 Kè|257755,33 Kè
288687|170|6|22.6.2010 0:00:00|4.7.2010 0:00:00|454754,04 Kè|239344,24 Kè
288688|136|6|5.7.2010 0:00:00|12.7.2010 0:00:00|279848,64 Kè|147288,76 Kè
288689|170|6|19.7.2010 0:00:00|2.8.2010 0:00:00|524716,20 Kè|276166,43 Kè
288690|165|6|3.8.2010 0:00:00|9.8.2010 0:00:00|244867,56 Kè|128877,67 Kè
