"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
290318|121|17|6.1.1992 0:00:00|8.1.1992 0:00:00|45043,18 Kè|23706,93 Kè
290319|149|17|9.1.1992 0:00:00|16.1.1992 0:00:00|120115,14 Kè|63218,49 Kè
290320|83|17|23.1.1992 0:00:00|29.1.1992 0:00:00|105100,74 Kè|55316,18 Kè
290321|83|17|30.1.1992 0:00:00|6.2.1992 0:00:00|120115,14 Kè|63218,49 Kè
290322|165|17|7.2.1992 0:00:00|13.2.1992 0:00:00|105100,74 Kè|55316,18 Kè
290323|110|17|22.2.1992 0:00:00|25.2.1992 0:00:00|60057,57 Kè|31609,25 Kè
290324|102|17|26.2.1992 0:00:00|4.3.1992 0:00:00|120115,14 Kè|63218,49 Kè
290325|102|17|18.3.1992 0:00:00|1.4.1992 0:00:00|225215,88 Kè|118534,67 Kè
290326|110|17|13.4.1992 0:00:00|21.4.1992 0:00:00|135129,53 Kè|71120,80 Kè
290327|136|17|22.4.1992 0:00:00|6.5.1992 0:00:00|225215,88 Kè|118534,67 Kè
290328|149|17|18.5.1992 0:00:00|28.5.1992 0:00:00|165158,31 Kè|86925,43 Kè
290329|162|17|29.5.1992 0:00:00|4.6.1992 0:00:00|105100,74 Kè|55316,18 Kè
290330|116|17|5.6.1992 0:00:00|17.6.1992 0:00:00|195187,09 Kè|102730,05 Kè
290331|70|17|18.6.1992 0:00:00|20.6.1992 0:00:00|45043,18 Kè|23706,93 Kè
290332|126|17|21.6.1992 0:00:00|25.6.1992 0:00:00|75071,96 Kè|39511,56 Kè
290333|162|17|26.6.1992 0:00:00|9.7.1992 0:00:00|210201,49 Kè|110632,36 Kè
290334|83|17|10.7.1992 0:00:00|12.7.1992 0:00:00|45043,18 Kè|23706,93 Kè
290335|102|17|13.7.1992 0:00:00|26.7.1992 0:00:00|210201,49 Kè|110632,36 Kè
290336|83|17|27.7.1992 0:00:00|3.8.1992 0:00:00|120115,14 Kè|63218,49 Kè
290337|126|17|4.8.1992 0:00:00|17.8.1992 0:00:00|210201,49 Kè|110632,36 Kè
290338|105|17|18.8.1992 0:00:00|23.8.1992 0:00:00|90086,35 Kè|47413,87 Kè
290339|113|17|24.8.1992 0:00:00|26.8.1992 0:00:00|45043,18 Kè|23706,93 Kè
290340|139|17|2.9.1992 0:00:00|7.9.1992 0:00:00|90086,35 Kè|47413,87 Kè
290341|116|17|8.9.1992 0:00:00|15.9.1992 0:00:00|120115,14 Kè|63218,49 Kè
290342|154|17|16.9.1992 0:00:00|23.9.1992 0:00:00|120115,14 Kè|63218,49 Kè
290343|136|17|24.9.1992 0:00:00|28.9.1992 0:00:00|75071,96 Kè|39511,56 Kè
