"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
291218|17|10|9.5.1996 0:00:00|21.5.1996 0:00:00|352745,38 Kè|302353,18 Kè
291219|1|10|22.5.1996 0:00:00|27.5.1996 0:00:00|162805,56 Kè|139547,62 Kè
291220|14|10|28.5.1996 0:00:00|6.6.1996 0:00:00|271342,60 Kè|232579,37 Kè
291221|17|10|7.6.1996 0:00:00|8.6.1996 0:00:00|54268,52 Kè|46515,87 Kè
291222|1|10|9.6.1996 0:00:00|18.6.1996 0:00:00|271342,60 Kè|232579,37 Kè
291223|14|10|19.6.1996 0:00:00|28.6.1996 0:00:00|271342,60 Kè|232579,37 Kè
291224|64|10|29.6.1996 0:00:00|5.7.1996 0:00:00|189939,82 Kè|162805,56 Kè
291225|23|10|6.7.1996 0:00:00|18.7.1996 0:00:00|352745,38 Kè|302353,18 Kè
291226|64|10|19.7.1996 0:00:00|29.7.1996 0:00:00|298476,86 Kè|255837,31 Kè
291227|29|10|30.7.1996 0:00:00|13.8.1996 0:00:00|407013,90 Kè|348869,06 Kè
291228|67|10|14.8.1996 0:00:00|24.8.1996 0:00:00|298476,86 Kè|255837,31 Kè
291229|14|10|25.8.1996 0:00:00|6.9.1996 0:00:00|352745,38 Kè|302353,18 Kè
291230|14|10|7.9.1996 0:00:00|18.9.1996 0:00:00|325611,12 Kè|279095,25 Kè
291231|20|10|19.9.1996 0:00:00|26.9.1996 0:00:00|217074,08 Kè|186063,50 Kè
291232|14|10|27.9.1996 0:00:00|9.10.1996 0:00:00|352745,38 Kè|302353,18 Kè
291233|55|10|10.10.1996 0:00:00|12.10.1996 0:00:00|81402,78 Kè|69773,81 Kè
291234|34|10|13.10.1996 0:00:00|24.10.1996 0:00:00|325611,12 Kè|279095,25 Kè
291235|45|10|25.10.1996 0:00:00|28.10.1996 0:00:00|108537,04 Kè|93031,75 Kè
291236|45|10|29.10.1996 0:00:00|11.11.1996 0:00:00|379879,64 Kè|325611,12 Kè
291237|45|10|12.11.1996 0:00:00|26.11.1996 0:00:00|407013,90 Kè|348869,06 Kè
291238|1|10|27.11.1996 0:00:00|6.12.1996 0:00:00|271342,60 Kè|232579,37 Kè
291239|1|10|7.12.1996 0:00:00|9.12.1996 0:00:00|81402,78 Kè|69773,81 Kè
