"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
283618|229|2|16.1.1995 0:00:00|23.1.1995 0:00:00|349748,64 Kè|194304,80 Kè
283619|287|2|4.2.1995 0:00:00|12.2.1995 0:00:00|393467,22 Kè|218592,90 Kè
283620|191|2|13.2.1995 0:00:00|21.2.1995 0:00:00|393467,22 Kè|218592,90 Kè
283621|178|2|22.2.1995 0:00:00|1.3.1995 0:00:00|349748,64 Kè|194304,80 Kè
283622|307|2|2.3.1995 0:00:00|7.3.1995 0:00:00|262311,48 Kè|145728,60 Kè
283623|197|2|8.3.1995 0:00:00|11.3.1995 0:00:00|174874,32 Kè|97152,40 Kè
283624|200|2|12.3.1995 0:00:00|19.3.1995 0:00:00|349748,64 Kè|194304,80 Kè
283625|218|2|20.3.1995 0:00:00|24.3.1995 0:00:00|218592,90 Kè|121440,50 Kè
283626|178|2|25.3.1995 0:00:00|28.3.1995 0:00:00|174874,32 Kè|97152,40 Kè
283627|131|2|29.3.1995 0:00:00|8.4.1995 0:00:00|480904,38 Kè|267169,10 Kè
283628|194|2|9.4.1995 0:00:00|17.4.1995 0:00:00|393467,22 Kè|218592,90 Kè
283629|183|2|18.4.1995 0:00:00|28.4.1995 0:00:00|480904,38 Kè|267169,10 Kè
283630|239|2|29.4.1995 0:00:00|9.5.1995 0:00:00|480904,38 Kè|267169,10 Kè
283631|234|2|10.5.1995 0:00:00|18.5.1995 0:00:00|393467,22 Kè|218592,90 Kè
283632|239|2|19.5.1995 0:00:00|30.5.1995 0:00:00|524622,96 Kè|291457,21 Kè
283633|292|2|31.5.1995 0:00:00|5.6.1995 0:00:00|262311,48 Kè|145728,60 Kè
283634|191|2|6.6.1995 0:00:00|16.6.1995 0:00:00|480904,38 Kè|267169,10 Kè
283635|242|2|17.6.1995 0:00:00|27.6.1995 0:00:00|480904,38 Kè|267169,10 Kè
283636|131|2|28.6.1995 0:00:00|2.7.1995 0:00:00|218592,90 Kè|121440,50 Kè
283637|258|2|3.7.1995 0:00:00|5.7.1995 0:00:00|131155,74 Kè|72864,30 Kè
283638|226|2|6.7.1995 0:00:00|15.7.1995 0:00:00|437185,80 Kè|242881,00 Kè
283639|307|2|16.7.1995 0:00:00|23.7.1995 0:00:00|349748,64 Kè|194304,80 Kè
283640|304|2|24.7.1995 0:00:00|3.8.1995 0:00:00|480904,38 Kè|267169,10 Kè
283641|292|2|4.8.1995 0:00:00|17.8.1995 0:00:00|612060,11 Kè|340033,41 Kè
283642|282|2|18.8.1995 0:00:00|26.8.1995 0:00:00|393467,22 Kè|218592,90 Kè
283643|242|2|27.8.1995 0:00:00|2.9.1995 0:00:00|306030,06 Kè|170016,70 Kè
283644|208|2|3.9.1995 0:00:00|16.9.1995 0:00:00|612060,11 Kè|340033,41 Kè
283645|242|2|17.9.1995 0:00:00|24.9.1995 0:00:00|349748,64 Kè|194304,80 Kè
283646|307|2|25.9.1995 0:00:00|5.10.1995 0:00:00|480904,38 Kè|267169,10 Kè
283647|298|2|6.10.1995 0:00:00|16.10.1995 0:00:00|480904,38 Kè|267169,10 Kè
283648|194|2|17.10.1995 0:00:00|30.10.1995 0:00:00|612060,11 Kè|340033,41 Kè
283649|258|2|31.10.1995 0:00:00|14.11.1995 0:00:00|655778,69 Kè|364321,51 Kè
283650|274|2|15.11.1995 0:00:00|16.11.1995 0:00:00|87437,16 Kè|48576,20 Kè
283651|269|2|17.11.1995 0:00:00|22.11.1995 0:00:00|262311,48 Kè|145728,60 Kè
283652|183|2|3.12.1995 0:00:00|7.12.1995 0:00:00|218592,90 Kè|121440,50 Kè
283653|191|2|19.12.1995 0:00:00|20.12.1995 0:00:00|87437,16 Kè|48576,20 Kè
283654|258|2|21.12.1995 0:00:00|26.12.1995 0:00:00|262311,48 Kè|145728,60 Kè
283655|247|2|27.12.1995 0:00:00|29.12.1995 0:00:00|131155,74 Kè|72864,30 Kè
283656|183|2|30.12.1995 0:00:00|2.1.1996 0:00:00|174874,32 Kè|97152,40 Kè
283657|274|2|3.1.1996 0:00:00|11.1.1996 0:00:00|376778,57 Kè|209321,44 Kè
283658|292|2|12.1.1996 0:00:00|26.1.1996 0:00:00|627964,29 Kè|348869,06 Kè
283659|183|2|27.1.1996 0:00:00|31.1.1996 0:00:00|209321,43 Kè|116289,69 Kè
283660|263|2|1.2.1996 0:00:00|8.2.1996 0:00:00|334914,29 Kè|186063,50 Kè
283661|131|2|9.2.1996 0:00:00|19.2.1996 0:00:00|460507,14 Kè|255837,31 Kè
283662|194|2|20.2.1996 0:00:00|29.2.1996 0:00:00|418642,86 Kè|232579,37 Kè
283663|203|2|1.3.1996 0:00:00|11.3.1996 0:00:00|460507,14 Kè|255837,31 Kè
283664|239|2|12.3.1996 0:00:00|14.3.1996 0:00:00|125592,86 Kè|69773,81 Kè
283665|242|2|15.3.1996 0:00:00|28.3.1996 0:00:00|586100,00 Kè|325611,12 Kè
