"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
286318|301|7|11.7.2007 0:00:00|19.7.2007 0:00:00|215019,13 Kè|119455,08 Kè
286319|221|7|20.7.2007 0:00:00|23.7.2007 0:00:00|95564,06 Kè|53091,14 Kè
286320|208|7|24.7.2007 0:00:00|3.8.2007 0:00:00|262801,16 Kè|146000,65 Kè
286321|287|7|4.8.2007 0:00:00|7.8.2007 0:00:00|95564,06 Kè|53091,14 Kè
286322|234|7|3.9.2007 0:00:00|13.9.2007 0:00:00|262801,16 Kè|146000,65 Kè
286323|234|7|14.9.2007 0:00:00|16.9.2007 0:00:00|71673,04 Kè|39818,36 Kè
286324|247|7|2.10.2007 0:00:00|11.10.2007 0:00:00|238910,14 Kè|132727,86 Kè
286325|221|7|12.10.2007 0:00:00|22.10.2007 0:00:00|262801,16 Kè|146000,65 Kè
286326|226|7|23.10.2007 0:00:00|4.11.2007 0:00:00|310583,19 Kè|172546,22 Kè
286327|307|7|5.11.2007 0:00:00|12.11.2007 0:00:00|191128,11 Kè|106182,29 Kè
286328|188|7|13.11.2007 0:00:00|20.11.2007 0:00:00|191128,11 Kè|106182,29 Kè
286329|200|7|28.11.2007 0:00:00|7.12.2007 0:00:00|238910,14 Kè|132727,86 Kè
286330|131|7|8.12.2007 0:00:00|16.12.2007 0:00:00|215019,13 Kè|119455,08 Kè
286331|269|7|17.12.2007 0:00:00|29.12.2007 0:00:00|310583,19 Kè|172546,22 Kè
286332|287|7|30.12.2007 0:00:00|1.1.2008 0:00:00|71673,04 Kè|39818,36 Kè
286333|266|7|2.1.2008 0:00:00|9.1.2008 0:00:00|217448,95 Kè|120804,98 Kè
286334|282|7|10.1.2008 0:00:00|14.1.2008 0:00:00|135905,60 Kè|75503,11 Kè
286335|188|7|15.1.2008 0:00:00|16.1.2008 0:00:00|54362,24 Kè|30201,24 Kè
286336|183|7|17.1.2008 0:00:00|18.1.2008 0:00:00|54362,24 Kè|30201,24 Kè
286337|298|7|19.1.2008 0:00:00|20.1.2008 0:00:00|54362,24 Kè|30201,24 Kè
286338|282|7|21.1.2008 0:00:00|2.2.2008 0:00:00|353354,55 Kè|196308,09 Kè
286339|239|7|8.2.2008 0:00:00|20.2.2008 0:00:00|353354,55 Kè|196308,09 Kè
286340|239|7|21.2.2008 0:00:00|4.3.2008 0:00:00|353354,55 Kè|196308,09 Kè
286341|188|7|5.3.2008 0:00:00|19.3.2008 0:00:00|407716,79 Kè|226509,33 Kè
286342|203|7|1.4.2008 0:00:00|2.4.2008 0:00:00|54362,24 Kè|30201,24 Kè
286343|191|7|3.4.2008 0:00:00|8.4.2008 0:00:00|163086,71 Kè|90603,73 Kè
286344|258|7|9.4.2008 0:00:00|22.4.2008 0:00:00|380535,67 Kè|211408,71 Kè
286345|263|7|23.4.2008 0:00:00|1.5.2008 0:00:00|244630,07 Kè|135905,60 Kè
286346|194|7|2.5.2008 0:00:00|5.5.2008 0:00:00|108724,48 Kè|60402,49 Kè
286347|197|7|6.5.2008 0:00:00|11.5.2008 0:00:00|163086,71 Kè|90603,73 Kè
286348|247|7|12.5.2008 0:00:00|15.5.2008 0:00:00|108724,48 Kè|60402,49 Kè
286349|266|7|16.5.2008 0:00:00|17.5.2008 0:00:00|54362,24 Kè|30201,24 Kè
286350|229|7|18.5.2008 0:00:00|25.5.2008 0:00:00|217448,95 Kè|120804,98 Kè
286351|274|7|26.5.2008 0:00:00|8.6.2008 0:00:00|380535,67 Kè|211408,71 Kè
286352|183|7|9.6.2008 0:00:00|21.6.2008 0:00:00|353354,55 Kè|196308,09 Kè
286353|173|7|26.6.2008 0:00:00|28.6.2008 0:00:00|81543,36 Kè|45301,87 Kè
286354|295|7|29.6.2008 0:00:00|3.7.2008 0:00:00|135905,60 Kè|75503,11 Kè
286355|208|7|4.7.2008 0:00:00|10.7.2008 0:00:00|190267,83 Kè|105704,35 Kè
286356|295|7|22.7.2008 0:00:00|30.7.2008 0:00:00|244630,07 Kè|135905,60 Kè
286357|200|7|31.7.2008 0:00:00|11.8.2008 0:00:00|326173,43 Kè|181207,47 Kè
286358|304|7|12.8.2008 0:00:00|17.8.2008 0:00:00|163086,71 Kè|90603,73 Kè
286359|229|7|18.8.2008 0:00:00|22.8.2008 0:00:00|135905,60 Kè|75503,11 Kè
286360|203|7|23.8.2008 0:00:00|27.8.2008 0:00:00|135905,60 Kè|75503,11 Kè
286361|295|7|28.8.2008 0:00:00|30.8.2008 0:00:00|81543,36 Kè|45301,87 Kè
286362|200|7|31.8.2008 0:00:00|7.9.2008 0:00:00|217448,95 Kè|120804,98 Kè
286363|197|7|8.9.2008 0:00:00|12.9.2008 0:00:00|135905,60 Kè|75503,11 Kè
286364|221|7|13.9.2008 0:00:00|24.9.2008 0:00:00|326173,43 Kè|181207,47 Kè
286365|304|7|13.10.2008 0:00:00|20.10.2008 0:00:00|217448,95 Kè|120804,98 Kè
286366|131|7|21.10.2008 0:00:00|24.10.2008 0:00:00|108724,48 Kè|60402,49 Kè
286367|183|7|25.10.2008 0:00:00|1.11.2008 0:00:00|217448,95 Kè|120804,98 Kè
286368|131|7|2.11.2008 0:00:00|7.11.2008 0:00:00|163086,71 Kè|90603,73 Kè
286369|226|7|8.11.2008 0:00:00|9.11.2008 0:00:00|54362,24 Kè|30201,24 Kè
286370|263|7|17.11.2008 0:00:00|25.11.2008 0:00:00|244630,07 Kè|135905,60 Kè
286371|188|7|26.11.2008 0:00:00|30.11.2008 0:00:00|135905,60 Kè|75503,11 Kè
286372|266|7|1.12.2008 0:00:00|9.12.2008 0:00:00|244630,07 Kè|135905,60 Kè
286373|304|7|10.12.2008 0:00:00|17.12.2008 0:00:00|217448,95 Kè|120804,98 Kè
286374|221|7|18.12.2008 0:00:00|20.12.2008 0:00:00|81543,36 Kè|45301,87 Kè
286375|295|7|21.12.2008 0:00:00|25.12.2008 0:00:00|135905,60 Kè|75503,11 Kè
286376|258|7|26.12.2008 0:00:00|30.12.2008 0:00:00|135905,60 Kè|75503,11 Kè
286377|131|7|6.1.2009 0:00:00|12.1.2009 0:00:00|209557,18 Kè|116420,66 Kè
286378|203|7|13.1.2009 0:00:00|18.1.2009 0:00:00|179620,44 Kè|99789,14 Kè
286379|173|7|19.1.2009 0:00:00|29.1.2009 0:00:00|329304,14 Kè|182946,75 Kè
286380|194|7|30.1.2009 0:00:00|12.2.2009 0:00:00|419114,36 Kè|232841,32 Kè
286381|226|7|13.2.2009 0:00:00|14.2.2009 0:00:00|59873,48 Kè|33263,05 Kè
286382|301|7|15.2.2009 0:00:00|25.2.2009 0:00:00|329304,14 Kè|182946,75 Kè
286383|131|7|26.2.2009 0:00:00|10.3.2009 0:00:00|389177,62 Kè|216209,80 Kè
286384|191|7|25.3.2009 0:00:00|6.4.2009 0:00:00|389177,62 Kè|216209,80 Kè
286385|239|7|7.4.2009 0:00:00|8.4.2009 0:00:00|59873,48 Kè|33263,05 Kè
286386|239|7|11.4.2009 0:00:00|22.4.2009 0:00:00|359240,88 Kè|199578,27 Kè
286387|226|7|23.4.2009 0:00:00|26.4.2009 0:00:00|119746,96 Kè|66526,09 Kè
286388|183|7|27.4.2009 0:00:00|6.5.2009 0:00:00|299367,40 Kè|166315,23 Kè
286389|253|7|7.5.2009 0:00:00|8.5.2009 0:00:00|59873,48 Kè|33263,05 Kè
286390|274|7|9.5.2009 0:00:00|21.5.2009 0:00:00|389177,62 Kè|216209,80 Kè
286391|178|7|3.6.2009 0:00:00|7.6.2009 0:00:00|149683,70 Kè|83157,61 Kè
286392|183|7|8.6.2009 0:00:00|11.6.2009 0:00:00|119746,96 Kè|66526,09 Kè
286393|131|7|12.6.2009 0:00:00|15.6.2009 0:00:00|119746,96 Kè|66526,09 Kè
286394|266|7|16.6.2009 0:00:00|25.6.2009 0:00:00|299367,40 Kè|166315,23 Kè
286395|173|7|26.6.2009 0:00:00|6.7.2009 0:00:00|329304,14 Kè|182946,75 Kè
286396|200|7|7.7.2009 0:00:00|12.7.2009 0:00:00|179620,44 Kè|99789,14 Kè
286397|173|7|13.7.2009 0:00:00|20.7.2009 0:00:00|239493,92 Kè|133052,18 Kè
286398|197|7|21.7.2009 0:00:00|24.7.2009 0:00:00|119746,96 Kè|66526,09 Kè
286399|178|7|30.7.2009 0:00:00|7.8.2009 0:00:00|269430,66 Kè|149683,71 Kè
286400|226|7|8.8.2009 0:00:00|14.8.2009 0:00:00|209557,18 Kè|116420,66 Kè
286401|178|7|26.8.2009 0:00:00|6.9.2009 0:00:00|359240,88 Kè|199578,27 Kè
286402|221|7|7.9.2009 0:00:00|21.9.2009 0:00:00|449051,10 Kè|249472,84 Kè
286403|307|7|22.9.2009 0:00:00|24.9.2009 0:00:00|89810,22 Kè|49894,57 Kè
286404|178|7|25.9.2009 0:00:00|30.9.2009 0:00:00|179620,44 Kè|99789,14 Kè
286405|295|7|12.10.2009 0:00:00|24.10.2009 0:00:00|389177,62 Kè|216209,80 Kè
286406|304|7|25.10.2009 0:00:00|6.11.2009 0:00:00|389177,62 Kè|216209,80 Kè
286407|208|7|7.11.2009 0:00:00|11.11.2009 0:00:00|149683,70 Kè|83157,61 Kè
286408|178|7|12.11.2009 0:00:00|23.11.2009 0:00:00|359240,88 Kè|199578,27 Kè
286409|263|7|24.11.2009 0:00:00|29.11.2009 0:00:00|179620,44 Kè|99789,14 Kè
286410|239|7|8.12.2009 0:00:00|19.12.2009 0:00:00|359240,88 Kè|199578,27 Kè
286411|239|7|20.12.2009 0:00:00|1.1.2010 0:00:00|389177,62 Kè|216209,80 Kè
286412|292|7|2.1.2010 0:00:00|11.1.2010 0:00:00|331399,70 Kè|184110,95 Kè
286413|173|7|12.1.2010 0:00:00|25.1.2010 0:00:00|463959,58 Kè|257755,33 Kè
286414|292|7|26.1.2010 0:00:00|2.2.2010 0:00:00|265119,76 Kè|147288,76 Kè
286415|221|7|3.2.2010 0:00:00|4.2.2010 0:00:00|66279,94 Kè|36822,19 Kè
