"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
290818|149|17|16.7.2006 0:00:00|23.7.2006 0:00:00|108962,68 Kè|57348,78 Kè
290819|170|17|24.7.2006 0:00:00|3.8.2006 0:00:00|149823,68 Kè|78854,57 Kè
290820|154|17|4.8.2006 0:00:00|5.8.2006 0:00:00|27240,67 Kè|14337,19 Kè
290821|149|17|6.8.2006 0:00:00|14.8.2006 0:00:00|122583,01 Kè|64517,38 Kè
290822|83|17|30.8.2006 0:00:00|10.9.2006 0:00:00|163444,02 Kè|86023,17 Kè
290823|170|17|29.9.2006 0:00:00|9.10.2006 0:00:00|149823,68 Kè|78854,57 Kè
290824|110|17|10.10.2006 0:00:00|19.10.2006 0:00:00|136203,35 Kè|71685,97 Kè
290825|149|17|27.10.2006 0:00:00|29.10.2006 0:00:00|40861,00 Kè|21505,79 Kè
290826|165|17|30.10.2006 0:00:00|13.11.2006 0:00:00|204305,02 Kè|107528,96 Kè
290827|170|17|25.11.2006 0:00:00|7.12.2006 0:00:00|177064,35 Kè|93191,76 Kè
290828|86|17|13.12.2006 0:00:00|26.12.2006 0:00:00|190684,69 Kè|100360,36 Kè
290829|75|17|27.12.2006 0:00:00|3.1.2007 0:00:00|108962,68 Kè|57348,78 Kè
290830|70|17|4.1.2007 0:00:00|9.1.2007 0:00:00|75654,88 Kè|39818,36 Kè
290831|80|17|10.1.2007 0:00:00|23.1.2007 0:00:00|176528,05 Kè|92909,50 Kè
290832|83|17|24.1.2007 0:00:00|1.2.2007 0:00:00|113482,32 Kè|59727,54 Kè
290833|91|17|2.2.2007 0:00:00|15.2.2007 0:00:00|176528,05 Kè|92909,50 Kè
290834|165|17|16.2.2007 0:00:00|27.2.2007 0:00:00|151309,76 Kè|79636,72 Kè
290835|80|17|5.3.2007 0:00:00|9.3.2007 0:00:00|63045,73 Kè|33181,97 Kè
290836|136|17|10.3.2007 0:00:00|23.3.2007 0:00:00|176528,05 Kè|92909,50 Kè
290837|105|17|24.3.2007 0:00:00|6.4.2007 0:00:00|176528,05 Kè|92909,50 Kè
290838|91|17|7.4.2007 0:00:00|17.4.2007 0:00:00|138700,61 Kè|73000,32 Kè
290839|110|17|8.5.2007 0:00:00|11.5.2007 0:00:00|50436,59 Kè|26545,57 Kè
290840|126|17|20.5.2007 0:00:00|24.5.2007 0:00:00|63045,73 Kè|33181,97 Kè
290841|165|17|25.5.2007 0:00:00|27.5.2007 0:00:00|37827,44 Kè|19909,18 Kè
290842|162|17|28.5.2007 0:00:00|31.5.2007 0:00:00|50436,59 Kè|26545,57 Kè
290843|170|17|1.6.2007 0:00:00|3.6.2007 0:00:00|37827,44 Kè|19909,18 Kè
290844|121|17|4.6.2007 0:00:00|10.6.2007 0:00:00|88264,03 Kè|46454,75 Kè
290845|110|17|11.6.2007 0:00:00|19.6.2007 0:00:00|113482,32 Kè|59727,54 Kè
290846|110|17|20.6.2007 0:00:00|21.6.2007 0:00:00|25218,29 Kè|13272,79 Kè
290847|149|17|25.6.2007 0:00:00|2.7.2007 0:00:00|100873,17 Kè|53091,14 Kè
290848|102|17|9.7.2007 0:00:00|12.7.2007 0:00:00|50436,59 Kè|26545,57 Kè
290849|110|17|18.7.2007 0:00:00|23.7.2007 0:00:00|75654,88 Kè|39818,36 Kè
290850|136|17|24.7.2007 0:00:00|27.7.2007 0:00:00|50436,59 Kè|26545,57 Kè
290851|165|17|28.7.2007 0:00:00|6.8.2007 0:00:00|126091,47 Kè|66363,93 Kè
290852|121|17|7.8.2007 0:00:00|17.8.2007 0:00:00|138700,61 Kè|73000,32 Kè
290853|154|17|18.8.2007 0:00:00|19.8.2007 0:00:00|25218,29 Kè|13272,79 Kè
