"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
283018|352|18|2.1.2000 0:00:00|9.1.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283019|330|18|10.1.2000 0:00:00|13.1.2000 0:00:00|1639883,79 Kè|964637,50 Kè
283020|250|18|14.1.2000 0:00:00|19.1.2000 0:00:00|2459825,68 Kè|1446956,24 Kè
283021|338|18|20.1.2000 0:00:00|21.1.2000 0:00:00|819941,89 Kè|482318,75 Kè
283022|355|18|22.1.2000 0:00:00|2.2.2000 0:00:00|4919651,37 Kè|2893912,49 Kè
283023|355|18|16.2.2000 0:00:00|27.2.2000 0:00:00|4919651,37 Kè|2893912,49 Kè
283024|327|18|28.2.2000 0:00:00|4.3.2000 0:00:00|2459825,68 Kè|1446956,24 Kè
283025|330|18|5.3.2000 0:00:00|17.3.2000 0:00:00|5329622,32 Kè|3135071,86 Kè
283026|355|18|30.3.2000 0:00:00|5.4.2000 0:00:00|2869796,63 Kè|1688115,62 Kè
283027|330|18|6.4.2000 0:00:00|13.4.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283028|250|18|14.4.2000 0:00:00|21.4.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283029|250|18|22.4.2000 0:00:00|5.5.2000 0:00:00|5739593,26 Kè|3376231,24 Kè
283030|327|18|6.5.2000 0:00:00|7.5.2000 0:00:00|819941,89 Kè|482318,75 Kè
283031|40|18|8.5.2000 0:00:00|15.5.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283032|250|18|16.5.2000 0:00:00|30.5.2000 0:00:00|6149564,21 Kè|3617390,61 Kè
283033|355|18|31.5.2000 0:00:00|7.6.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283034|322|18|8.6.2000 0:00:00|20.6.2000 0:00:00|5329622,32 Kè|3135071,86 Kè
283035|250|18|21.6.2000 0:00:00|22.6.2000 0:00:00|819941,89 Kè|482318,75 Kè
283036|355|18|23.6.2000 0:00:00|24.6.2000 0:00:00|819941,89 Kè|482318,75 Kè
283037|344|18|25.6.2000 0:00:00|30.6.2000 0:00:00|2459825,68 Kè|1446956,24 Kè
283038|330|18|1.7.2000 0:00:00|10.7.2000 0:00:00|4099709,47 Kè|2411593,74 Kè
283039|352|18|11.7.2000 0:00:00|22.7.2000 0:00:00|4919651,37 Kè|2893912,49 Kè
283040|333|18|23.7.2000 0:00:00|31.7.2000 0:00:00|3689738,53 Kè|2170434,37 Kè
283041|327|18|1.8.2000 0:00:00|14.8.2000 0:00:00|5739593,26 Kè|3376231,24 Kè
283042|40|18|15.8.2000 0:00:00|22.8.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283043|355|18|23.8.2000 0:00:00|2.9.2000 0:00:00|4509680,42 Kè|2652753,11 Kè
283044|40|18|3.9.2000 0:00:00|15.9.2000 0:00:00|5329622,32 Kè|3135071,86 Kè
283045|40|18|16.9.2000 0:00:00|24.9.2000 0:00:00|3689738,53 Kè|2170434,37 Kè
283046|352|18|25.9.2000 0:00:00|9.10.2000 0:00:00|6149564,21 Kè|3617390,61 Kè
283047|349|18|10.10.2000 0:00:00|24.10.2000 0:00:00|6149564,21 Kè|3617390,61 Kè
283048|341|18|25.10.2000 0:00:00|5.11.2000 0:00:00|4919651,37 Kè|2893912,49 Kè
283049|355|18|6.11.2000 0:00:00|16.11.2000 0:00:00|4509680,42 Kè|2652753,11 Kè
283050|355|18|19.11.2000 0:00:00|26.11.2000 0:00:00|3279767,58 Kè|1929274,99 Kè
283051|322|18|27.11.2000 0:00:00|6.12.2000 0:00:00|4099709,47 Kè|2411593,74 Kè
283052|312|18|7.12.2000 0:00:00|15.12.2000 0:00:00|3689738,53 Kè|2170434,37 Kè
283053|355|18|16.12.2000 0:00:00|30.12.2000 0:00:00|6149564,21 Kè|3617390,61 Kè
283054|333|18|17.1.2001 0:00:00|21.1.2001 0:00:00|2260529,50 Kè|1329723,20 Kè
283055|250|18|22.1.2001 0:00:00|29.1.2001 0:00:00|3616847,20 Kè|2127557,12 Kè
283056|250|18|30.1.2001 0:00:00|7.2.2001 0:00:00|4068953,10 Kè|2393501,76 Kè
283057|312|18|8.2.2001 0:00:00|13.2.2001 0:00:00|2712635,40 Kè|1595667,84 Kè
283058|317|18|14.2.2001 0:00:00|25.2.2001 0:00:00|5425270,80 Kè|3191335,68 Kè
283059|330|18|26.2.2001 0:00:00|2.3.2001 0:00:00|2260529,50 Kè|1329723,20 Kè
283060|355|18|9.3.2001 0:00:00|15.3.2001 0:00:00|3164741,30 Kè|1861612,48 Kè
283061|338|18|16.3.2001 0:00:00|18.3.2001 0:00:00|1356317,70 Kè|797833,92 Kè
283062|250|18|19.3.2001 0:00:00|20.3.2001 0:00:00|904211,80 Kè|531889,28 Kè
283063|352|18|21.3.2001 0:00:00|30.3.2001 0:00:00|4521059,00 Kè|2659446,40 Kè
283064|250|18|6.4.2001 0:00:00|18.4.2001 0:00:00|5877376,70 Kè|3457280,32 Kè
283065|352|18|19.4.2001 0:00:00|24.4.2001 0:00:00|2712635,40 Kè|1595667,84 Kè
283066|355|18|25.4.2001 0:00:00|1.5.2001 0:00:00|3164741,30 Kè|1861612,48 Kè
283067|250|18|2.5.2001 0:00:00|16.5.2001 0:00:00|6781588,50 Kè|3989169,59 Kè
283068|322|18|31.5.2001 0:00:00|1.6.2001 0:00:00|904211,80 Kè|531889,28 Kè
283069|338|18|2.6.2001 0:00:00|3.6.2001 0:00:00|904211,80 Kè|531889,28 Kè
283070|40|18|4.6.2001 0:00:00|6.6.2001 0:00:00|1356317,70 Kè|797833,92 Kè
283071|333|18|7.6.2001 0:00:00|10.6.2001 0:00:00|1808423,60 Kè|1063778,56 Kè
283072|349|18|11.6.2001 0:00:00|14.6.2001 0:00:00|1808423,60 Kè|1063778,56 Kè
283073|250|18|15.6.2001 0:00:00|21.6.2001 0:00:00|3164741,30 Kè|1861612,48 Kè
283074|333|18|22.6.2001 0:00:00|27.6.2001 0:00:00|2712635,40 Kè|1595667,84 Kè
283075|327|18|28.6.2001 0:00:00|10.7.2001 0:00:00|5877376,70 Kè|3457280,32 Kè
283076|344|18|11.7.2001 0:00:00|17.7.2001 0:00:00|3164741,30 Kè|1861612,48 Kè
283077|312|18|18.7.2001 0:00:00|1.8.2001 0:00:00|6781588,50 Kè|3989169,59 Kè
283078|349|18|2.8.2001 0:00:00|9.8.2001 0:00:00|3616847,20 Kè|2127557,12 Kè
283079|344|18|10.8.2001 0:00:00|14.8.2001 0:00:00|2260529,50 Kè|1329723,20 Kè
283080|333|18|15.8.2001 0:00:00|27.8.2001 0:00:00|5877376,70 Kè|3457280,32 Kè
283081|40|18|28.8.2001 0:00:00|5.9.2001 0:00:00|4068953,10 Kè|2393501,76 Kè
283082|355|18|6.9.2001 0:00:00|19.9.2001 0:00:00|6329482,60 Kè|3723224,95 Kè
283083|349|18|20.9.2001 0:00:00|23.9.2001 0:00:00|1808423,60 Kè|1063778,56 Kè
283084|312|18|24.9.2001 0:00:00|7.10.2001 0:00:00|6329482,60 Kè|3723224,95 Kè
283085|40|18|8.10.2001 0:00:00|16.10.2001 0:00:00|4068953,10 Kè|2393501,76 Kè
283086|250|18|17.10.2001 0:00:00|31.10.2001 0:00:00|6781588,50 Kè|3989169,59 Kè
283087|317|18|14.11.2001 0:00:00|16.11.2001 0:00:00|1356317,70 Kè|797833,92 Kè
283088|338|18|17.11.2001 0:00:00|26.11.2001 0:00:00|4521059,00 Kè|2659446,40 Kè
283089|327|18|27.11.2001 0:00:00|7.12.2001 0:00:00|4973164,90 Kè|2925391,04 Kè
283090|344|18|8.12.2001 0:00:00|9.12.2001 0:00:00|904211,80 Kè|531889,28 Kè
283091|355|18|10.12.2001 0:00:00|15.12.2001 0:00:00|2712635,40 Kè|1595667,84 Kè
283092|355|18|16.12.2001 0:00:00|26.12.2001 0:00:00|4973164,90 Kè|2925391,04 Kè
283093|341|18|27.12.2001 0:00:00|6.1.2002 0:00:00|4973164,90 Kè|2925391,04 Kè
283094|344|18|10.1.2002 0:00:00|20.1.2002 0:00:00|4941756,65 Kè|2906915,60 Kè
283095|333|18|21.1.2002 0:00:00|24.1.2002 0:00:00|1797002,42 Kè|1057060,22 Kè
