"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
290518|83|17|21.8.1997 0:00:00|28.8.1997 0:00:00|123259,90 Kè|64873,63 Kè
290519|162|17|29.8.1997 0:00:00|10.9.1997 0:00:00|200297,34 Kè|105419,65 Kè
290520|126|17|11.9.1997 0:00:00|22.9.1997 0:00:00|184889,85 Kè|97310,45 Kè
290521|126|17|23.9.1997 0:00:00|4.10.1997 0:00:00|184889,85 Kè|97310,45 Kè
290522|91|17|8.10.1997 0:00:00|12.10.1997 0:00:00|77037,44 Kè|40546,02 Kè
290523|75|17|13.10.1997 0:00:00|16.10.1997 0:00:00|61629,95 Kè|32436,82 Kè
290524|105|17|17.10.1997 0:00:00|23.10.1997 0:00:00|107852,41 Kè|56764,43 Kè
290525|91|17|24.10.1997 0:00:00|30.10.1997 0:00:00|107852,41 Kè|56764,43 Kè
290526|91|17|31.10.1997 0:00:00|6.11.1997 0:00:00|107852,41 Kè|56764,43 Kè
290527|165|17|19.11.1997 0:00:00|25.11.1997 0:00:00|107852,41 Kè|56764,43 Kè
290528|136|17|26.11.1997 0:00:00|27.11.1997 0:00:00|30814,97 Kè|16218,41 Kè
290529|96|17|28.11.1997 0:00:00|10.12.1997 0:00:00|200297,34 Kè|105419,65 Kè
290530|170|17|11.12.1997 0:00:00|19.12.1997 0:00:00|138667,39 Kè|72982,84 Kè
290531|159|17|23.12.1997 0:00:00|26.12.1997 0:00:00|61629,95 Kè|32436,82 Kè
290532|96|17|27.12.1997 0:00:00|4.1.1998 0:00:00|138667,39 Kè|72982,84 Kè
290533|116|17|5.1.1998 0:00:00|7.1.1998 0:00:00|45379,67 Kè|23884,04 Kè
290534|170|17|8.1.1998 0:00:00|21.1.1998 0:00:00|211771,80 Kè|111458,84 Kè
290535|162|17|22.1.1998 0:00:00|28.1.1998 0:00:00|105885,90 Kè|55729,42 Kè
290536|170|17|29.1.1998 0:00:00|8.2.1998 0:00:00|166392,13 Kè|87574,80 Kè
290537|75|17|9.2.1998 0:00:00|10.2.1998 0:00:00|30253,11 Kè|15922,69 Kè
290538|149|17|11.2.1998 0:00:00|18.2.1998 0:00:00|121012,46 Kè|63690,77 Kè
290539|110|17|19.2.1998 0:00:00|24.2.1998 0:00:00|90759,34 Kè|47768,08 Kè
290540|116|17|25.2.1998 0:00:00|8.3.1998 0:00:00|181518,68 Kè|95536,15 Kè
290541|162|17|9.3.1998 0:00:00|16.3.1998 0:00:00|121012,46 Kè|63690,77 Kè
290542|102|17|30.3.1998 0:00:00|7.4.1998 0:00:00|136139,01 Kè|71652,11 Kè
290543|102|17|8.4.1998 0:00:00|15.4.1998 0:00:00|121012,46 Kè|63690,77 Kè
290544|86|17|16.4.1998 0:00:00|29.4.1998 0:00:00|211771,80 Kè|111458,84 Kè
290545|70|17|30.4.1998 0:00:00|10.5.1998 0:00:00|166392,13 Kè|87574,80 Kè
