"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
292818|61|12|18.1.1999 0:00:00|21.1.1999 0:00:00|154680,41 Kè|92808,25 Kè
292819|23|12|22.1.1999 0:00:00|31.1.1999 0:00:00|386701,03 Kè|232020,62 Kè
292820|11|12|1.2.1999 0:00:00|4.2.1999 0:00:00|154680,41 Kè|92808,25 Kè
292821|29|12|5.2.1999 0:00:00|19.2.1999 0:00:00|580051,54 Kè|348030,92 Kè
292822|17|12|20.2.1999 0:00:00|5.3.1999 0:00:00|541381,44 Kè|324828,86 Kè
292823|37|12|6.3.1999 0:00:00|16.3.1999 0:00:00|425371,13 Kè|255222,68 Kè
292824|20|12|17.3.1999 0:00:00|31.3.1999 0:00:00|580051,54 Kè|348030,92 Kè
292825|37|12|1.4.1999 0:00:00|12.4.1999 0:00:00|464041,23 Kè|278424,74 Kè
292826|67|12|13.4.1999 0:00:00|23.4.1999 0:00:00|425371,13 Kè|255222,68 Kè
292827|61|12|24.4.1999 0:00:00|27.4.1999 0:00:00|154680,41 Kè|92808,25 Kè
292828|45|12|5.5.1999 0:00:00|17.5.1999 0:00:00|502711,34 Kè|301626,80 Kè
292829|14|12|30.5.1999 0:00:00|7.6.1999 0:00:00|348030,92 Kè|208818,55 Kè
292830|23|12|8.6.1999 0:00:00|18.6.1999 0:00:00|425371,13 Kè|255222,68 Kè
292831|17|12|19.6.1999 0:00:00|21.6.1999 0:00:00|116010,31 Kè|69606,19 Kè
292832|50|12|22.6.1999 0:00:00|6.7.1999 0:00:00|580051,54 Kè|348030,92 Kè
292833|37|12|7.7.1999 0:00:00|18.7.1999 0:00:00|464041,23 Kè|278424,74 Kè
292834|45|12|3.8.1999 0:00:00|11.8.1999 0:00:00|348030,92 Kè|208818,55 Kè
292835|45|12|12.8.1999 0:00:00|19.8.1999 0:00:00|309360,82 Kè|185616,49 Kè
292836|55|12|20.8.1999 0:00:00|26.8.1999 0:00:00|270690,72 Kè|162414,43 Kè
292837|17|12|27.8.1999 0:00:00|30.8.1999 0:00:00|154680,41 Kè|92808,25 Kè
292838|55|12|31.8.1999 0:00:00|10.9.1999 0:00:00|425371,13 Kè|255222,68 Kè
292839|55|12|25.9.1999 0:00:00|28.9.1999 0:00:00|154680,41 Kè|92808,25 Kè
292840|55|12|29.9.1999 0:00:00|11.10.1999 0:00:00|502711,34 Kè|301626,80 Kè
292841|34|12|12.10.1999 0:00:00|15.10.1999 0:00:00|154680,41 Kè|92808,25 Kè
292842|29|12|16.10.1999 0:00:00|26.10.1999 0:00:00|425371,13 Kè|255222,68 Kè
292843|23|12|27.10.1999 0:00:00|10.11.1999 0:00:00|580051,54 Kè|348030,92 Kè
292844|37|12|11.11.1999 0:00:00|16.11.1999 0:00:00|232020,62 Kè|139212,37 Kè
292845|11|12|27.11.1999 0:00:00|30.11.1999 0:00:00|154680,41 Kè|92808,25 Kè
292846|26|12|1.12.1999 0:00:00|9.12.1999 0:00:00|348030,92 Kè|208818,55 Kè
292847|64|12|10.12.1999 0:00:00|16.12.1999 0:00:00|270690,72 Kè|162414,43 Kè
292848|61|12|17.12.1999 0:00:00|26.12.1999 0:00:00|386701,03 Kè|232020,62 Kè
292849|64|12|27.12.1999 0:00:00|1.1.2000 0:00:00|232020,62 Kè|139212,37 Kè
292850|58|12|2.1.2000 0:00:00|9.1.2000 0:00:00|321545,83 Kè|192927,50 Kè
292851|11|12|10.1.2000 0:00:00|12.1.2000 0:00:00|120579,69 Kè|72347,81 Kè
292852|26|12|13.1.2000 0:00:00|19.1.2000 0:00:00|281352,60 Kè|168811,56 Kè
292853|1|12|20.1.2000 0:00:00|30.1.2000 0:00:00|442125,52 Kè|265275,31 Kè
292854|26|12|31.1.2000 0:00:00|8.2.2000 0:00:00|361739,06 Kè|217043,44 Kè
292855|26|12|9.2.2000 0:00:00|12.2.2000 0:00:00|160772,92 Kè|96463,75 Kè
292856|23|12|13.2.2000 0:00:00|24.2.2000 0:00:00|482318,75 Kè|289391,25 Kè
292857|55|12|25.2.2000 0:00:00|8.3.2000 0:00:00|522511,98 Kè|313507,19 Kè
292858|1|12|9.3.2000 0:00:00|19.3.2000 0:00:00|442125,52 Kè|265275,31 Kè
292859|55|12|27.3.2000 0:00:00|30.3.2000 0:00:00|160772,92 Kè|96463,75 Kè
292860|14|12|31.3.2000 0:00:00|14.4.2000 0:00:00|602898,44 Kè|361739,06 Kè
292861|14|12|15.4.2000 0:00:00|27.4.2000 0:00:00|522511,98 Kè|313507,19 Kè
292862|2|12|5.5.2000 0:00:00|14.5.2000 0:00:00|401932,29 Kè|241159,37 Kè
292863|29|12|27.5.2000 0:00:00|28.5.2000 0:00:00|80386,46 Kè|48231,87 Kè
292864|1|12|29.5.2000 0:00:00|7.6.2000 0:00:00|401932,29 Kè|241159,37 Kè
292865|37|12|8.6.2000 0:00:00|14.6.2000 0:00:00|281352,60 Kè|168811,56 Kè
292866|23|12|15.6.2000 0:00:00|18.6.2000 0:00:00|160772,92 Kè|96463,75 Kè
292867|34|12|19.6.2000 0:00:00|30.6.2000 0:00:00|482318,75 Kè|289391,25 Kè
292868|29|12|1.7.2000 0:00:00|7.7.2000 0:00:00|281352,60 Kè|168811,56 Kè
292869|37|12|16.7.2000 0:00:00|17.7.2000 0:00:00|80386,46 Kè|48231,87 Kè
292870|20|12|18.7.2000 0:00:00|28.7.2000 0:00:00|442125,52 Kè|265275,31 Kè
292871|23|12|29.7.2000 0:00:00|8.8.2000 0:00:00|442125,52 Kè|265275,31 Kè
292872|45|12|9.8.2000 0:00:00|16.8.2000 0:00:00|321545,83 Kè|192927,50 Kè
292873|23|12|17.8.2000 0:00:00|18.8.2000 0:00:00|80386,46 Kè|48231,87 Kè
292874|64|12|19.8.2000 0:00:00|24.8.2000 0:00:00|241159,37 Kè|144695,62 Kè
292875|2|12|25.8.2000 0:00:00|26.8.2000 0:00:00|80386,46 Kè|48231,87 Kè
292876|37|12|27.8.2000 0:00:00|4.9.2000 0:00:00|361739,06 Kè|217043,44 Kè
292877|61|12|11.9.2000 0:00:00|18.9.2000 0:00:00|321545,83 Kè|192927,50 Kè
292878|50|12|19.9.2000 0:00:00|22.9.2000 0:00:00|160772,92 Kè|96463,75 Kè
292879|67|12|23.9.2000 0:00:00|26.9.2000 0:00:00|160772,92 Kè|96463,75 Kè
292880|67|12|27.9.2000 0:00:00|7.10.2000 0:00:00|442125,52 Kè|265275,31 Kè
292881|55|12|8.10.2000 0:00:00|22.10.2000 0:00:00|602898,44 Kè|361739,06 Kè
292882|61|12|2.11.2000 0:00:00|3.11.2000 0:00:00|80386,46 Kè|48231,87 Kè
292883|45|12|4.11.2000 0:00:00|5.11.2000 0:00:00|80386,46 Kè|48231,87 Kè
292884|37|12|20.11.2000 0:00:00|22.11.2000 0:00:00|120579,69 Kè|72347,81 Kè
292885|61|12|28.11.2000 0:00:00|7.12.2000 0:00:00|401932,29 Kè|241159,37 Kè
292886|29|12|8.12.2000 0:00:00|20.12.2000 0:00:00|522511,98 Kè|313507,19 Kè
292887|64|12|21.12.2000 0:00:00|28.12.2000 0:00:00|321545,83 Kè|192927,50 Kè
292888|14|12|29.12.2000 0:00:00|10.1.2001 0:00:00|522511,98 Kè|313507,19 Kè
292889|34|12|11.1.2001 0:00:00|17.1.2001 0:00:00|310268,75 Kè|186161,25 Kè
292890|20|12|30.1.2001 0:00:00|8.2.2001 0:00:00|443241,07 Kè|265944,64 Kè
292891|34|12|12.2.2001 0:00:00|26.2.2001 0:00:00|664861,60 Kè|398916,96 Kè
292892|23|12|27.2.2001 0:00:00|5.3.2001 0:00:00|310268,75 Kè|186161,25 Kè
292893|20|12|6.3.2001 0:00:00|12.3.2001 0:00:00|310268,75 Kè|186161,25 Kè
292894|34|12|13.3.2001 0:00:00|15.3.2001 0:00:00|132972,32 Kè|79783,39 Kè
292895|61|12|16.3.2001 0:00:00|20.3.2001 0:00:00|221620,53 Kè|132972,32 Kè
292896|50|12|21.3.2001 0:00:00|25.3.2001 0:00:00|221620,53 Kè|132972,32 Kè
292897|58|12|7.4.2001 0:00:00|12.4.2001 0:00:00|265944,64 Kè|159566,78 Kè
292898|20|12|13.4.2001 0:00:00|27.4.2001 0:00:00|664861,60 Kè|398916,96 Kè
292899|58|12|28.4.2001 0:00:00|7.5.2001 0:00:00|443241,07 Kè|265944,64 Kè
292900|55|12|8.5.2001 0:00:00|16.5.2001 0:00:00|398916,96 Kè|239350,18 Kè
292901|14|12|17.5.2001 0:00:00|31.5.2001 0:00:00|664861,60 Kè|398916,96 Kè
292902|45|12|1.6.2001 0:00:00|6.6.2001 0:00:00|265944,64 Kè|159566,78 Kè
292903|67|12|7.6.2001 0:00:00|14.6.2001 0:00:00|354592,85 Kè|212755,71 Kè
292904|37|12|15.6.2001 0:00:00|22.6.2001 0:00:00|354592,85 Kè|212755,71 Kè
292905|20|12|1.7.2001 0:00:00|14.7.2001 0:00:00|620537,49 Kè|372322,50 Kè
292906|58|12|15.7.2001 0:00:00|17.7.2001 0:00:00|132972,32 Kè|79783,39 Kè
292907|29|12|18.7.2001 0:00:00|21.7.2001 0:00:00|177296,43 Kè|106377,86 Kè
292908|55|12|2.8.2001 0:00:00|6.8.2001 0:00:00|221620,53 Kè|132972,32 Kè
292909|45|12|7.8.2001 0:00:00|21.8.2001 0:00:00|664861,60 Kè|398916,96 Kè
292910|14|12|22.8.2001 0:00:00|1.9.2001 0:00:00|487565,17 Kè|292539,10 Kè
292911|20|12|2.9.2001 0:00:00|10.9.2001 0:00:00|398916,96 Kè|239350,18 Kè
292912|29|12|11.9.2001 0:00:00|18.9.2001 0:00:00|354592,85 Kè|212755,71 Kè
292913|29|12|19.9.2001 0:00:00|25.9.2001 0:00:00|310268,75 Kè|186161,25 Kè
292914|45|12|26.9.2001 0:00:00|2.10.2001 0:00:00|310268,75 Kè|186161,25 Kè
292915|23|12|3.10.2001 0:00:00|15.10.2001 0:00:00|576213,39 Kè|345728,03 Kè
292916|45|12|16.10.2001 0:00:00|29.10.2001 0:00:00|620537,49 Kè|372322,50 Kè
292917|55|12|30.10.2001 0:00:00|31.10.2001 0:00:00|88648,21 Kè|53188,93 Kè
