"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
285418|191|5|19.6.2003 0:00:00|3.7.2003 0:00:00|1396075,37 Kè|775597,45 Kè
285419|282|5|12.7.2003 0:00:00|14.7.2003 0:00:00|279215,07 Kè|155119,49 Kè
285420|304|5|15.7.2003 0:00:00|21.7.2003 0:00:00|651501,84 Kè|361945,48 Kè
285421|269|5|22.7.2003 0:00:00|4.8.2003 0:00:00|1303003,68 Kè|723890,95 Kè
285422|178|5|5.8.2003 0:00:00|12.8.2003 0:00:00|744573,53 Kè|413651,97 Kè
285423|203|5|13.8.2003 0:00:00|17.8.2003 0:00:00|465358,46 Kè|258532,48 Kè
285424|295|5|18.8.2003 0:00:00|24.8.2003 0:00:00|651501,84 Kè|361945,48 Kè
285425|194|5|25.8.2003 0:00:00|2.9.2003 0:00:00|837645,22 Kè|465358,47 Kè
285426|304|5|3.9.2003 0:00:00|11.9.2003 0:00:00|837645,22 Kè|465358,47 Kè
285427|242|5|12.9.2003 0:00:00|25.9.2003 0:00:00|1303003,68 Kè|723890,95 Kè
285428|258|5|26.9.2003 0:00:00|5.10.2003 0:00:00|930716,92 Kè|517064,97 Kè
285429|274|5|20.10.2003 0:00:00|25.10.2003 0:00:00|558430,15 Kè|310238,98 Kè
285430|234|5|2.11.2003 0:00:00|11.11.2003 0:00:00|930716,92 Kè|517064,97 Kè
285431|194|5|12.11.2003 0:00:00|13.11.2003 0:00:00|186143,38 Kè|103412,99 Kè
285432|295|5|14.11.2003 0:00:00|19.11.2003 0:00:00|558430,15 Kè|310238,98 Kè
285433|178|5|20.11.2003 0:00:00|22.11.2003 0:00:00|279215,07 Kè|155119,49 Kè
285434|253|5|23.11.2003 0:00:00|4.12.2003 0:00:00|1116860,30 Kè|620477,96 Kè
285435|279|5|5.12.2003 0:00:00|6.12.2003 0:00:00|186143,38 Kè|103412,99 Kè
285436|301|5|13.12.2003 0:00:00|14.12.2003 0:00:00|186143,38 Kè|103412,99 Kè
285437|274|5|25.12.2003 0:00:00|27.12.2003 0:00:00|279215,07 Kè|155119,49 Kè
285438|191|5|4.1.2004 0:00:00|14.1.2004 0:00:00|1009545,40 Kè|560858,57 Kè
285439|234|5|30.1.2004 0:00:00|11.2.2004 0:00:00|1193099,11 Kè|662832,85 Kè
285440|266|5|4.3.2004 0:00:00|12.3.2004 0:00:00|825991,69 Kè|458884,28 Kè
285441|239|5|13.3.2004 0:00:00|24.3.2004 0:00:00|1101322,25 Kè|611845,71 Kè
285442|279|5|5.4.2004 0:00:00|17.4.2004 0:00:00|1193099,11 Kè|662832,85 Kè
285443|194|5|18.4.2004 0:00:00|26.4.2004 0:00:00|825991,69 Kè|458884,28 Kè
285444|247|5|27.4.2004 0:00:00|3.5.2004 0:00:00|642437,98 Kè|356910,00 Kè
285445|247|5|4.5.2004 0:00:00|7.5.2004 0:00:00|367107,42 Kè|203948,57 Kè
285446|221|5|8.5.2004 0:00:00|15.5.2004 0:00:00|734214,83 Kè|407897,14 Kè
285447|263|5|16.5.2004 0:00:00|29.5.2004 0:00:00|1284875,96 Kè|713820,00 Kè
285448|263|5|30.5.2004 0:00:00|12.6.2004 0:00:00|1284875,96 Kè|713820,00 Kè
285449|292|5|13.6.2004 0:00:00|16.6.2004 0:00:00|367107,42 Kè|203948,57 Kè
285450|282|5|17.6.2004 0:00:00|29.6.2004 0:00:00|1193099,11 Kè|662832,85 Kè
285451|221|5|4.7.2004 0:00:00|13.7.2004 0:00:00|917768,54 Kè|509871,43 Kè
285452|301|5|14.7.2004 0:00:00|17.7.2004 0:00:00|367107,42 Kè|203948,57 Kè
285453|282|5|18.7.2004 0:00:00|24.7.2004 0:00:00|642437,98 Kè|356910,00 Kè
285454|279|5|11.8.2004 0:00:00|15.8.2004 0:00:00|458884,27 Kè|254935,71 Kè
285455|304|5|16.8.2004 0:00:00|29.8.2004 0:00:00|1284875,96 Kè|713820,00 Kè
285456|221|5|30.8.2004 0:00:00|13.9.2004 0:00:00|1376652,81 Kè|764807,14 Kè
285457|282|5|14.9.2004 0:00:00|22.9.2004 0:00:00|825991,69 Kè|458884,28 Kè
285458|258|5|27.9.2004 0:00:00|30.9.2004 0:00:00|367107,42 Kè|203948,57 Kè
285459|194|5|1.10.2004 0:00:00|8.10.2004 0:00:00|734214,83 Kè|407897,14 Kè
285460|203|5|9.10.2004 0:00:00|20.10.2004 0:00:00|1101322,25 Kè|611845,71 Kè
285461|253|5|21.10.2004 0:00:00|29.10.2004 0:00:00|825991,69 Kè|458884,28 Kè
285462|253|5|30.10.2004 0:00:00|1.11.2004 0:00:00|275330,56 Kè|152961,43 Kè
285463|188|5|2.11.2004 0:00:00|13.11.2004 0:00:00|1101322,25 Kè|611845,71 Kè
285464|287|5|19.11.2004 0:00:00|22.11.2004 0:00:00|367107,42 Kè|203948,57 Kè
285465|298|5|23.11.2004 0:00:00|25.11.2004 0:00:00|275330,56 Kè|152961,43 Kè
285466|218|5|26.11.2004 0:00:00|1.12.2004 0:00:00|550661,13 Kè|305922,86 Kè
285467|213|5|2.12.2004 0:00:00|7.12.2004 0:00:00|550661,13 Kè|305922,86 Kè
285468|263|5|8.12.2004 0:00:00|22.12.2004 0:00:00|1376652,81 Kè|764807,14 Kè
285469|282|5|23.12.2004 0:00:00|6.1.2005 0:00:00|1376652,81 Kè|764807,14 Kè
285470|213|5|7.1.2005 0:00:00|8.1.2005 0:00:00|174579,99 Kè|96988,89 Kè
285471|304|5|9.1.2005 0:00:00|14.1.2005 0:00:00|523739,97 Kè|290966,66 Kè
285472|173|5|30.1.2005 0:00:00|2.2.2005 0:00:00|349159,98 Kè|193977,77 Kè
285473|253|5|20.2.2005 0:00:00|4.3.2005 0:00:00|1134769,93 Kè|630427,76 Kè
285474|247|5|5.3.2005 0:00:00|11.3.2005 0:00:00|611029,96 Kè|339461,10 Kè
285475|292|5|12.3.2005 0:00:00|16.3.2005 0:00:00|436449,97 Kè|242472,21 Kè
285476|253|5|17.3.2005 0:00:00|23.3.2005 0:00:00|611029,96 Kè|339461,10 Kè
285477|203|5|24.3.2005 0:00:00|26.3.2005 0:00:00|261869,98 Kè|145483,33 Kè
285478|253|5|27.3.2005 0:00:00|2.4.2005 0:00:00|611029,96 Kè|339461,10 Kè
285479|274|5|8.4.2005 0:00:00|11.4.2005 0:00:00|349159,98 Kè|193977,77 Kè
285480|203|5|12.4.2005 0:00:00|13.4.2005 0:00:00|174579,99 Kè|96988,89 Kè
285481|221|5|14.4.2005 0:00:00|20.4.2005 0:00:00|611029,96 Kè|339461,10 Kè
285482|221|5|21.4.2005 0:00:00|28.4.2005 0:00:00|698319,96 Kè|387955,54 Kè
285483|247|5|6.5.2005 0:00:00|19.5.2005 0:00:00|1222059,92 Kè|678922,20 Kè
285484|242|5|20.5.2005 0:00:00|21.5.2005 0:00:00|174579,99 Kè|96988,89 Kè
285485|221|5|22.5.2005 0:00:00|24.5.2005 0:00:00|261869,98 Kè|145483,33 Kè
285486|258|5|25.5.2005 0:00:00|31.5.2005 0:00:00|611029,96 Kè|339461,10 Kè
285487|239|5|1.6.2005 0:00:00|9.6.2005 0:00:00|785609,95 Kè|436449,98 Kè
285488|194|5|10.6.2005 0:00:00|21.6.2005 0:00:00|1047479,93 Kè|581933,31 Kè
285489|301|5|22.6.2005 0:00:00|5.7.2005 0:00:00|1222059,92 Kè|678922,20 Kè
285490|183|5|6.7.2005 0:00:00|14.7.2005 0:00:00|785609,95 Kè|436449,98 Kè
285491|200|5|21.7.2005 0:00:00|3.8.2005 0:00:00|1222059,92 Kè|678922,20 Kè
285492|131|5|4.8.2005 0:00:00|12.8.2005 0:00:00|785609,95 Kè|436449,98 Kè
285493|191|5|16.8.2005 0:00:00|30.8.2005 0:00:00|1309349,92 Kè|727416,64 Kè
285494|263|5|31.8.2005 0:00:00|1.9.2005 0:00:00|174579,99 Kè|96988,89 Kè
285495|221|5|2.9.2005 0:00:00|8.9.2005 0:00:00|611029,96 Kè|339461,10 Kè
285496|213|5|9.9.2005 0:00:00|10.9.2005 0:00:00|174579,99 Kè|96988,89 Kè
285497|242|5|11.9.2005 0:00:00|14.9.2005 0:00:00|349159,98 Kè|193977,77 Kè
285498|213|5|11.10.2005 0:00:00|23.10.2005 0:00:00|1134769,93 Kè|630427,76 Kè
285499|200|5|24.10.2005 0:00:00|5.11.2005 0:00:00|1134769,93 Kè|630427,76 Kè
285500|178|5|6.11.2005 0:00:00|8.11.2005 0:00:00|261869,98 Kè|145483,33 Kè
285501|221|5|9.11.2005 0:00:00|11.11.2005 0:00:00|261869,98 Kè|145483,33 Kè
285502|208|5|12.11.2005 0:00:00|17.11.2005 0:00:00|523739,97 Kè|290966,66 Kè
285503|287|5|18.11.2005 0:00:00|21.11.2005 0:00:00|349159,98 Kè|193977,77 Kè
285504|304|5|22.11.2005 0:00:00|5.12.2005 0:00:00|1222059,92 Kè|678922,20 Kè
285505|194|5|6.12.2005 0:00:00|15.12.2005 0:00:00|872899,95 Kè|484944,43 Kè
285506|221|5|16.12.2005 0:00:00|30.12.2005 0:00:00|1309349,92 Kè|727416,64 Kè
285507|282|5|31.12.2005 0:00:00|9.1.2006 0:00:00|872899,95 Kè|484944,43 Kè
285508|282|5|10.1.2006 0:00:00|12.1.2006 0:00:00|232262,55 Kè|129034,75 Kè
285509|191|5|13.1.2006 0:00:00|26.1.2006 0:00:00|1083891,88 Kè|602162,17 Kè
285510|258|5|27.1.2006 0:00:00|5.2.2006 0:00:00|774208,49 Kè|430115,84 Kè
285511|269|5|6.2.2006 0:00:00|14.2.2006 0:00:00|696787,64 Kè|387104,25 Kè
285512|279|5|19.2.2006 0:00:00|23.2.2006 0:00:00|387104,24 Kè|215057,92 Kè
285513|218|5|29.3.2006 0:00:00|2.4.2006 0:00:00|387104,24 Kè|215057,92 Kè
285514|234|5|3.4.2006 0:00:00|13.4.2006 0:00:00|851629,33 Kè|473127,42 Kè
285515|242|5|14.4.2006 0:00:00|27.4.2006 0:00:00|1083891,88 Kè|602162,17 Kè
285516|218|5|28.4.2006 0:00:00|2.5.2006 0:00:00|387104,24 Kè|215057,92 Kè
