"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
288018|149|6|7.8.1990 0:00:00|18.8.1990 0:00:00|336670,23 Kè|177194,86 Kè
288019|162|6|21.8.1990 0:00:00|22.8.1990 0:00:00|56111,70 Kè|29532,48 Kè
288020|149|6|23.8.1990 0:00:00|31.8.1990 0:00:00|252502,67 Kè|132896,14 Kè
288021|96|6|1.9.1990 0:00:00|12.9.1990 0:00:00|336670,23 Kè|177194,86 Kè
288022|162|6|13.9.1990 0:00:00|23.9.1990 0:00:00|308614,37 Kè|162428,62 Kè
288023|170|6|7.10.1990 0:00:00|11.10.1990 0:00:00|140279,26 Kè|73831,19 Kè
288024|126|6|12.10.1990 0:00:00|13.10.1990 0:00:00|56111,70 Kè|29532,48 Kè
288025|96|6|14.10.1990 0:00:00|26.10.1990 0:00:00|364726,08 Kè|191961,10 Kè
288026|170|6|29.10.1990 0:00:00|6.11.1990 0:00:00|252502,67 Kè|132896,14 Kè
288027|159|6|7.11.1990 0:00:00|13.11.1990 0:00:00|196390,97 Kè|103363,67 Kè
288028|116|6|14.11.1990 0:00:00|15.11.1990 0:00:00|56111,70 Kè|29532,48 Kè
288029|105|6|16.11.1990 0:00:00|29.11.1990 0:00:00|392781,93 Kè|206727,33 Kè
288030|139|6|30.11.1990 0:00:00|2.12.1990 0:00:00|84167,56 Kè|44298,71 Kè
288031|105|6|13.12.1990 0:00:00|18.12.1990 0:00:00|168335,11 Kè|88597,43 Kè
288032|96|6|19.12.1990 0:00:00|23.12.1990 0:00:00|140279,26 Kè|73831,19 Kè
288033|70|6|24.12.1990 0:00:00|6.1.1991 0:00:00|392781,93 Kè|206727,33 Kè
288034|83|6|7.1.1991 0:00:00|15.1.1991 0:00:00|257990,05 Kè|135784,24 Kè
288035|139|6|16.1.1991 0:00:00|18.1.1991 0:00:00|85996,68 Kè|45261,41 Kè
288036|144|6|19.1.1991 0:00:00|28.1.1991 0:00:00|286655,61 Kè|150871,38 Kè
288037|96|6|29.1.1991 0:00:00|4.2.1991 0:00:00|200658,93 Kè|105609,96 Kè
288038|165|6|5.2.1991 0:00:00|9.2.1991 0:00:00|143327,81 Kè|75435,69 Kè
288039|86|6|10.2.1991 0:00:00|17.2.1991 0:00:00|229324,49 Kè|120697,10 Kè
288040|139|6|3.3.1991 0:00:00|12.3.1991 0:00:00|286655,61 Kè|150871,38 Kè
288041|139|6|13.3.1991 0:00:00|22.3.1991 0:00:00|286655,61 Kè|150871,38 Kè
288042|116|6|23.3.1991 0:00:00|6.4.1991 0:00:00|429983,42 Kè|226307,06 Kè
288043|96|6|7.4.1991 0:00:00|21.4.1991 0:00:00|429983,42 Kè|226307,06 Kè
288044|139|6|22.4.1991 0:00:00|30.4.1991 0:00:00|257990,05 Kè|135784,24 Kè
288045|139|6|1.5.1991 0:00:00|14.5.1991 0:00:00|401317,86 Kè|211219,93 Kè
288046|136|6|19.5.1991 0:00:00|28.5.1991 0:00:00|286655,61 Kè|150871,38 Kè
288047|102|6|29.5.1991 0:00:00|12.6.1991 0:00:00|429983,42 Kè|226307,06 Kè
288048|154|6|13.6.1991 0:00:00|25.6.1991 0:00:00|372652,29 Kè|196132,79 Kè
288049|105|6|26.6.1991 0:00:00|1.7.1991 0:00:00|171993,37 Kè|90522,83 Kè
288050|110|6|2.7.1991 0:00:00|12.7.1991 0:00:00|315321,17 Kè|165958,51 Kè
288051|154|6|13.7.1991 0:00:00|22.7.1991 0:00:00|286655,61 Kè|150871,38 Kè
288052|149|6|23.7.1991 0:00:00|2.8.1991 0:00:00|315321,17 Kè|165958,51 Kè
288053|162|6|3.8.1991 0:00:00|17.8.1991 0:00:00|429983,42 Kè|226307,06 Kè
288054|136|6|18.8.1991 0:00:00|26.8.1991 0:00:00|257990,05 Kè|135784,24 Kè
288055|96|6|27.8.1991 0:00:00|1.9.1991 0:00:00|171993,37 Kè|90522,83 Kè
288056|99|6|2.9.1991 0:00:00|15.9.1991 0:00:00|401317,86 Kè|211219,93 Kè
288057|110|6|13.10.1991 0:00:00|23.10.1991 0:00:00|315321,17 Kè|165958,51 Kè
288058|102|6|24.10.1991 0:00:00|5.11.1991 0:00:00|372652,29 Kè|196132,79 Kè
288059|139|6|6.11.1991 0:00:00|19.11.1991 0:00:00|401317,86 Kè|211219,93 Kè
288060|139|6|20.11.1991 0:00:00|30.11.1991 0:00:00|315321,17 Kè|165958,51 Kè
288061|126|6|30.12.1991 0:00:00|3.1.1992 0:00:00|143327,81 Kè|75435,69 Kè
288062|83|6|13.1.1992 0:00:00|22.1.1992 0:00:00|300287,84 Kè|158046,23 Kè
288063|83|6|31.1.1992 0:00:00|8.2.1992 0:00:00|270259,05 Kè|142241,61 Kè
288064|159|6|9.2.1992 0:00:00|13.2.1992 0:00:00|150143,92 Kè|79023,12 Kè
288065|165|6|14.2.1992 0:00:00|18.2.1992 0:00:00|150143,92 Kè|79023,12 Kè
288066|110|6|3.3.1992 0:00:00|8.3.1992 0:00:00|180172,70 Kè|94827,74 Kè
288067|170|6|4.4.1992 0:00:00|14.4.1992 0:00:00|330316,62 Kè|173850,86 Kè
288068|126|6|15.4.1992 0:00:00|17.4.1992 0:00:00|90086,35 Kè|47413,87 Kè
288069|99|6|18.4.1992 0:00:00|28.4.1992 0:00:00|330316,62 Kè|173850,86 Kè
288070|83|6|29.4.1992 0:00:00|1.5.1992 0:00:00|90086,35 Kè|47413,87 Kè
288071|96|6|2.5.1992 0:00:00|10.5.1992 0:00:00|270259,05 Kè|142241,61 Kè
288072|91|6|11.5.1992 0:00:00|16.5.1992 0:00:00|180172,70 Kè|94827,74 Kè
288073|121|6|25.5.1992 0:00:00|29.5.1992 0:00:00|150143,92 Kè|79023,12 Kè
288074|102|6|30.5.1992 0:00:00|2.6.1992 0:00:00|120115,14 Kè|63218,49 Kè
288075|102|6|3.6.1992 0:00:00|6.6.1992 0:00:00|120115,14 Kè|63218,49 Kè
288076|154|6|7.6.1992 0:00:00|14.6.1992 0:00:00|240230,27 Kè|126436,99 Kè
288077|102|6|15.6.1992 0:00:00|20.6.1992 0:00:00|180172,70 Kè|94827,74 Kè
288078|75|6|21.6.1992 0:00:00|3.7.1992 0:00:00|390374,19 Kè|205460,10 Kè
288079|83|6|4.7.1992 0:00:00|10.7.1992 0:00:00|210201,49 Kè|110632,36 Kè
288080|139|6|11.7.1992 0:00:00|25.7.1992 0:00:00|450431,76 Kè|237069,35 Kè
288081|136|6|26.7.1992 0:00:00|28.7.1992 0:00:00|90086,35 Kè|47413,87 Kè
288082|113|6|29.7.1992 0:00:00|2.8.1992 0:00:00|150143,92 Kè|79023,12 Kè
288083|165|6|22.8.1992 0:00:00|4.9.1992 0:00:00|420402,97 Kè|221264,73 Kè
288084|91|6|5.9.1992 0:00:00|8.9.1992 0:00:00|120115,14 Kè|63218,49 Kè
288085|96|6|16.9.1992 0:00:00|27.9.1992 0:00:00|360345,41 Kè|189655,48 Kè
288086|170|6|28.9.1992 0:00:00|29.9.1992 0:00:00|60057,57 Kè|31609,25 Kè
288087|75|6|30.9.1992 0:00:00|13.10.1992 0:00:00|420402,97 Kè|221264,73 Kè
288088|144|6|14.11.1992 0:00:00|19.11.1992 0:00:00|180172,70 Kè|94827,74 Kè
288089|165|6|24.11.1992 0:00:00|26.11.1992 0:00:00|90086,35 Kè|47413,87 Kè
288090|96|6|27.11.1992 0:00:00|3.12.1992 0:00:00|210201,49 Kè|110632,36 Kè
288091|105|6|4.12.1992 0:00:00|16.12.1992 0:00:00|390374,19 Kè|205460,10 Kè
288092|80|6|8.1.1993 0:00:00|21.1.1993 0:00:00|403289,97 Kè|212257,88 Kè
