"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
282718|330|18|5.6.1991 0:00:00|16.6.1991 0:00:00|4616664,24 Kè|2715684,77 Kè
282719|333|18|17.6.1991 0:00:00|30.6.1991 0:00:00|5386108,29 Kè|3168298,90 Kè
282720|327|18|1.7.1991 0:00:00|6.7.1991 0:00:00|2308332,12 Kè|1357842,39 Kè
282721|330|18|7.7.1991 0:00:00|14.7.1991 0:00:00|3077776,16 Kè|1810456,52 Kè
282722|40|18|15.7.1991 0:00:00|25.7.1991 0:00:00|4231942,22 Kè|2489377,71 Kè
282723|341|18|26.7.1991 0:00:00|28.7.1991 0:00:00|1154166,06 Kè|678921,19 Kè
282724|327|18|29.7.1991 0:00:00|5.8.1991 0:00:00|3077776,16 Kè|1810456,52 Kè
282725|338|18|8.8.1991 0:00:00|19.8.1991 0:00:00|4616664,24 Kè|2715684,77 Kè
282726|40|18|20.8.1991 0:00:00|26.8.1991 0:00:00|2693054,14 Kè|1584149,45 Kè
282727|40|18|11.9.1991 0:00:00|15.9.1991 0:00:00|1923610,10 Kè|1131535,32 Kè
282728|322|18|16.9.1991 0:00:00|26.9.1991 0:00:00|4231942,22 Kè|2489377,71 Kè
282729|338|18|27.9.1991 0:00:00|4.10.1991 0:00:00|3077776,16 Kè|1810456,52 Kè
282730|330|18|5.10.1991 0:00:00|10.10.1991 0:00:00|2308332,12 Kè|1357842,39 Kè
282731|250|18|14.10.1991 0:00:00|27.10.1991 0:00:00|5386108,29 Kè|3168298,90 Kè
282732|341|18|28.10.1991 0:00:00|10.11.1991 0:00:00|5386108,29 Kè|3168298,90 Kè
282733|344|18|11.11.1991 0:00:00|25.11.1991 0:00:00|5770830,31 Kè|3394605,97 Kè
282734|317|18|26.11.1991 0:00:00|1.12.1991 0:00:00|2308332,12 Kè|1357842,39 Kè
282735|338|18|2.12.1991 0:00:00|8.12.1991 0:00:00|2693054,14 Kè|1584149,45 Kè
282736|344|18|13.12.1991 0:00:00|27.12.1991 0:00:00|5770830,31 Kè|3394605,97 Kè
282737|344|18|10.1.1992 0:00:00|24.1.1992 0:00:00|6045268,56 Kè|3556040,23 Kè
282738|352|18|25.1.1992 0:00:00|8.2.1992 0:00:00|6045268,56 Kè|3556040,23 Kè
282739|317|18|9.2.1992 0:00:00|20.2.1992 0:00:00|4836214,85 Kè|2844832,18 Kè
282740|317|18|21.2.1992 0:00:00|6.3.1992 0:00:00|6045268,56 Kè|3556040,23 Kè
282741|355|18|7.3.1992 0:00:00|14.3.1992 0:00:00|3224143,23 Kè|1896554,79 Kè
282742|341|18|24.3.1992 0:00:00|25.3.1992 0:00:00|806035,81 Kè|474138,70 Kè
282743|317|18|26.3.1992 0:00:00|5.4.1992 0:00:00|4433196,94 Kè|2607762,84 Kè
282744|322|18|6.4.1992 0:00:00|7.4.1992 0:00:00|806035,81 Kè|474138,70 Kè
282745|333|18|8.4.1992 0:00:00|17.4.1992 0:00:00|4030179,04 Kè|2370693,49 Kè
282746|330|18|18.4.1992 0:00:00|25.4.1992 0:00:00|3224143,23 Kè|1896554,79 Kè
282747|338|18|26.4.1992 0:00:00|3.5.1992 0:00:00|3224143,23 Kè|1896554,79 Kè
282748|322|18|17.5.1992 0:00:00|27.5.1992 0:00:00|4433196,94 Kè|2607762,84 Kè
282749|330|18|28.5.1992 0:00:00|29.5.1992 0:00:00|806035,81 Kè|474138,70 Kè
282750|333|18|30.5.1992 0:00:00|8.6.1992 0:00:00|4030179,04 Kè|2370693,49 Kè
282751|344|18|9.6.1992 0:00:00|17.6.1992 0:00:00|3627161,14 Kè|2133624,14 Kè
282752|327|18|18.6.1992 0:00:00|1.7.1992 0:00:00|5642250,66 Kè|3318970,88 Kè
282753|317|18|12.7.1992 0:00:00|18.7.1992 0:00:00|2821125,33 Kè|1659485,44 Kè
282754|338|18|19.7.1992 0:00:00|21.7.1992 0:00:00|1209053,71 Kè|711208,05 Kè
282755|352|18|22.7.1992 0:00:00|2.8.1992 0:00:00|4836214,85 Kè|2844832,18 Kè
282756|330|18|3.8.1992 0:00:00|11.8.1992 0:00:00|3627161,14 Kè|2133624,14 Kè
282757|355|18|12.8.1992 0:00:00|15.8.1992 0:00:00|1612071,62 Kè|948277,39 Kè
282758|322|18|16.8.1992 0:00:00|22.8.1992 0:00:00|2821125,33 Kè|1659485,44 Kè
282759|355|18|23.8.1992 0:00:00|4.9.1992 0:00:00|5239232,75 Kè|3081901,53 Kè
282760|352|18|5.9.1992 0:00:00|10.9.1992 0:00:00|2418107,42 Kè|1422416,09 Kè
282761|341|18|11.9.1992 0:00:00|25.9.1992 0:00:00|6045268,56 Kè|3556040,23 Kè
282762|327|18|26.9.1992 0:00:00|8.10.1992 0:00:00|5239232,75 Kè|3081901,53 Kè
282763|341|18|9.10.1992 0:00:00|18.10.1992 0:00:00|4030179,04 Kè|2370693,49 Kè
282764|250|18|19.10.1992 0:00:00|30.10.1992 0:00:00|4836214,85 Kè|2844832,18 Kè
282765|330|18|31.10.1992 0:00:00|4.11.1992 0:00:00|2015089,52 Kè|1185346,74 Kè
282766|352|18|5.11.1992 0:00:00|14.11.1992 0:00:00|4030179,04 Kè|2370693,49 Kè
282767|349|18|15.11.1992 0:00:00|19.11.1992 0:00:00|2015089,52 Kè|1185346,74 Kè
282768|341|18|20.11.1992 0:00:00|28.11.1992 0:00:00|3627161,14 Kè|2133624,14 Kè
282769|317|18|13.12.1992 0:00:00|15.12.1992 0:00:00|1209053,71 Kè|711208,05 Kè
282770|40|18|16.12.1992 0:00:00|28.12.1992 0:00:00|5239232,75 Kè|3081901,53 Kè
282771|312|18|31.12.1992 0:00:00|14.1.1993 0:00:00|6045268,56 Kè|3556040,23 Kè
282772|333|18|15.1.1993 0:00:00|24.1.1993 0:00:00|3866125,80 Kè|2274191,58 Kè
282773|349|18|8.2.1993 0:00:00|19.2.1993 0:00:00|4639350,96 Kè|2729029,90 Kè
282774|322|18|20.2.1993 0:00:00|27.2.1993 0:00:00|3092900,64 Kè|1819353,27 Kè
282775|250|18|28.2.1993 0:00:00|1.3.1993 0:00:00|773225,16 Kè|454838,32 Kè
282776|349|18|7.3.1993 0:00:00|16.3.1993 0:00:00|3866125,80 Kè|2274191,58 Kè
282777|333|18|17.3.1993 0:00:00|19.3.1993 0:00:00|1159837,74 Kè|682257,48 Kè
