"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
290118|170|13|19.2.2008 0:00:00|25.2.2008 0:00:00|210880,18 Kè|184982,62 Kè
290119|170|13|26.2.2008 0:00:00|28.2.2008 0:00:00|90377,22 Kè|79278,27 Kè
290120|99|13|29.2.2008 0:00:00|4.3.2008 0:00:00|150628,70 Kè|132130,44 Kè
290121|96|13|5.3.2008 0:00:00|7.3.2008 0:00:00|90377,22 Kè|79278,27 Kè
290122|91|13|8.3.2008 0:00:00|13.3.2008 0:00:00|180754,44 Kè|158556,53 Kè
290123|116|13|14.3.2008 0:00:00|28.3.2008 0:00:00|451886,11 Kè|396391,33 Kè
290124|159|13|12.4.2008 0:00:00|23.4.2008 0:00:00|361508,89 Kè|317113,06 Kè
290125|86|13|24.4.2008 0:00:00|6.5.2008 0:00:00|391634,63 Kè|343539,15 Kè
290126|159|13|7.5.2008 0:00:00|8.5.2008 0:00:00|60251,48 Kè|52852,18 Kè
290127|121|13|9.5.2008 0:00:00|18.5.2008 0:00:00|301257,41 Kè|264260,89 Kè
290128|136|13|19.5.2008 0:00:00|20.5.2008 0:00:00|60251,48 Kè|52852,18 Kè
290129|165|13|21.5.2008 0:00:00|4.6.2008 0:00:00|451886,11 Kè|396391,33 Kè
290130|83|13|5.6.2008 0:00:00|8.6.2008 0:00:00|120502,96 Kè|105704,35 Kè
290131|83|13|21.6.2008 0:00:00|5.7.2008 0:00:00|451886,11 Kè|396391,33 Kè
290132|136|13|6.7.2008 0:00:00|16.7.2008 0:00:00|331383,15 Kè|290686,98 Kè
290133|91|13|17.7.2008 0:00:00|28.7.2008 0:00:00|361508,89 Kè|317113,06 Kè
290134|154|13|13.8.2008 0:00:00|25.8.2008 0:00:00|391634,63 Kè|343539,15 Kè
290135|159|13|26.8.2008 0:00:00|1.9.2008 0:00:00|210880,18 Kè|184982,62 Kè
290136|144|13|2.9.2008 0:00:00|4.9.2008 0:00:00|90377,22 Kè|79278,27 Kè
290137|170|13|5.9.2008 0:00:00|10.9.2008 0:00:00|180754,44 Kè|158556,53 Kè
290138|144|13|11.9.2008 0:00:00|25.9.2008 0:00:00|451886,11 Kè|396391,33 Kè
290139|126|13|26.9.2008 0:00:00|6.10.2008 0:00:00|331383,15 Kè|290686,98 Kè
290140|83|13|7.10.2008 0:00:00|9.10.2008 0:00:00|90377,22 Kè|79278,27 Kè
290141|121|13|25.10.2008 0:00:00|1.11.2008 0:00:00|241005,93 Kè|211408,71 Kè
290142|99|13|2.11.2008 0:00:00|5.11.2008 0:00:00|120502,96 Kè|105704,35 Kè
290143|99|13|3.12.2008 0:00:00|17.12.2008 0:00:00|451886,11 Kè|396391,33 Kè
290144|110|13|18.12.2008 0:00:00|27.12.2008 0:00:00|301257,41 Kè|264260,89 Kè
290145|102|13|28.12.2008 0:00:00|5.1.2009 0:00:00|271131,67 Kè|237834,80 Kè
290146|102|13|6.1.2009 0:00:00|12.1.2009 0:00:00|232259,21 Kè|203736,15 Kè
290147|80|13|13.1.2009 0:00:00|21.1.2009 0:00:00|298618,99 Kè|261946,48 Kè
290148|159|13|22.1.2009 0:00:00|23.1.2009 0:00:00|66359,78 Kè|58210,33 Kè
290149|162|13|24.1.2009 0:00:00|7.2.2009 0:00:00|497698,31 Kè|436577,47 Kè
290150|154|13|8.2.2009 0:00:00|21.2.2009 0:00:00|464518,43 Kè|407472,31 Kè
290151|165|13|9.3.2009 0:00:00|23.3.2009 0:00:00|497698,31 Kè|436577,47 Kè
290152|126|13|2.4.2009 0:00:00|4.4.2009 0:00:00|99539,66 Kè|87315,49 Kè
290153|99|13|16.4.2009 0:00:00|26.4.2009 0:00:00|364978,76 Kè|320156,81 Kè
290154|136|13|27.4.2009 0:00:00|4.5.2009 0:00:00|265439,10 Kè|232841,32 Kè
290155|170|13|7.5.2009 0:00:00|21.5.2009 0:00:00|497698,31 Kè|436577,47 Kè
290156|70|13|22.5.2009 0:00:00|1.6.2009 0:00:00|364978,76 Kè|320156,81 Kè
290157|102|13|2.6.2009 0:00:00|10.6.2009 0:00:00|298618,99 Kè|261946,48 Kè
290158|99|13|11.6.2009 0:00:00|22.6.2009 0:00:00|398158,65 Kè|349261,98 Kè
290159|116|13|23.6.2009 0:00:00|7.7.2009 0:00:00|497698,31 Kè|436577,47 Kè
290160|149|13|15.7.2009 0:00:00|23.7.2009 0:00:00|298618,99 Kè|261946,48 Kè
290161|110|13|24.7.2009 0:00:00|30.7.2009 0:00:00|232259,21 Kè|203736,15 Kè
290162|162|13|22.8.2009 0:00:00|25.8.2009 0:00:00|132719,55 Kè|116420,66 Kè
290163|170|13|26.8.2009 0:00:00|2.9.2009 0:00:00|265439,10 Kè|232841,32 Kè
290164|105|13|3.9.2009 0:00:00|15.9.2009 0:00:00|431338,54 Kè|378367,14 Kè
290165|105|13|16.9.2009 0:00:00|27.9.2009 0:00:00|398158,65 Kè|349261,98 Kè
290166|99|13|28.9.2009 0:00:00|2.10.2009 0:00:00|165899,44 Kè|145525,82 Kè
290167|83|13|3.10.2009 0:00:00|9.10.2009 0:00:00|232259,21 Kè|203736,15 Kè
290168|96|13|13.10.2009 0:00:00|19.10.2009 0:00:00|232259,21 Kè|203736,15 Kè
290169|91|13|20.10.2009 0:00:00|29.10.2009 0:00:00|331798,88 Kè|291051,65 Kè
290170|154|13|2.11.2009 0:00:00|14.11.2009 0:00:00|431338,54 Kè|378367,14 Kè
290171|75|13|15.11.2009 0:00:00|24.11.2009 0:00:00|331798,88 Kè|291051,65 Kè
290172|86|13|25.11.2009 0:00:00|6.12.2009 0:00:00|398158,65 Kè|349261,98 Kè
290173|80|13|20.12.2009 0:00:00|31.12.2009 0:00:00|398158,65 Kè|349261,98 Kè
290174|105|13|1.1.2010 0:00:00|3.1.2010 0:00:00|110190,40 Kè|96658,25 Kè
290175|170|13|4.1.2010 0:00:00|8.1.2010 0:00:00|183650,67 Kè|161097,08 Kè
290176|70|13|9.1.2010 0:00:00|15.1.2010 0:00:00|257110,94 Kè|225535,91 Kè
290177|86|13|16.1.2010 0:00:00|27.1.2010 0:00:00|440761,61 Kè|386633,00 Kè
290178|170|13|1.2.2010 0:00:00|15.2.2010 0:00:00|550952,01 Kè|483291,24 Kè
