"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
293918|64|14|4.3.2008 0:00:00|13.3.2008 0:00:00|415267,11 Kè|237834,80 Kè
293919|20|14|14.3.2008 0:00:00|26.3.2008 0:00:00|539847,24 Kè|309185,24 Kè
293920|67|14|19.4.2008 0:00:00|24.4.2008 0:00:00|249160,26 Kè|142700,88 Kè
293921|17|14|10.5.2008 0:00:00|21.5.2008 0:00:00|498320,53 Kè|285401,76 Kè
293922|26|14|22.5.2008 0:00:00|29.5.2008 0:00:00|332213,69 Kè|190267,84 Kè
293923|29|14|30.5.2008 0:00:00|8.6.2008 0:00:00|415267,11 Kè|237834,80 Kè
293924|50|14|9.6.2008 0:00:00|10.6.2008 0:00:00|83053,42 Kè|47566,96 Kè
293925|20|14|11.6.2008 0:00:00|14.6.2008 0:00:00|166106,84 Kè|95133,92 Kè
293926|61|14|15.6.2008 0:00:00|23.6.2008 0:00:00|373740,40 Kè|214051,32 Kè
293927|11|14|24.6.2008 0:00:00|29.6.2008 0:00:00|249160,26 Kè|142700,88 Kè
293928|23|14|9.7.2008 0:00:00|17.7.2008 0:00:00|373740,40 Kè|214051,32 Kè
293929|50|14|2.8.2008 0:00:00|7.8.2008 0:00:00|249160,26 Kè|142700,88 Kè
293930|55|14|8.8.2008 0:00:00|16.8.2008 0:00:00|373740,40 Kè|214051,32 Kè
293931|64|14|29.8.2008 0:00:00|9.9.2008 0:00:00|498320,53 Kè|285401,76 Kè
293932|61|14|10.9.2008 0:00:00|24.9.2008 0:00:00|622900,66 Kè|356752,20 Kè
293933|67|14|8.10.2008 0:00:00|15.10.2008 0:00:00|332213,69 Kè|190267,84 Kè
293934|14|14|16.10.2008 0:00:00|25.10.2008 0:00:00|415267,11 Kè|237834,80 Kè
293935|11|14|26.10.2008 0:00:00|7.11.2008 0:00:00|539847,24 Kè|309185,24 Kè
293936|45|14|8.11.2008 0:00:00|10.11.2008 0:00:00|124580,13 Kè|71350,44 Kè
293937|34|14|13.11.2008 0:00:00|18.11.2008 0:00:00|249160,26 Kè|142700,88 Kè
293938|64|14|19.11.2008 0:00:00|25.11.2008 0:00:00|290686,98 Kè|166484,36 Kè
293939|55|14|26.11.2008 0:00:00|27.11.2008 0:00:00|83053,42 Kè|47566,96 Kè
293940|26|14|28.11.2008 0:00:00|7.12.2008 0:00:00|415267,11 Kè|237834,80 Kè
293941|14|14|23.12.2008 0:00:00|2.1.2009 0:00:00|456793,82 Kè|261618,28 Kè
293942|26|14|3.1.2009 0:00:00|14.1.2009 0:00:00|548840,25 Kè|314335,78 Kè
293943|26|14|27.1.2009 0:00:00|3.2.2009 0:00:00|365893,50 Kè|209557,19 Kè
293944|2|14|4.2.2009 0:00:00|10.2.2009 0:00:00|320156,81 Kè|183362,54 Kè
293945|58|14|11.2.2009 0:00:00|13.2.2009 0:00:00|137210,06 Kè|78583,95 Kè
293946|37|14|14.2.2009 0:00:00|16.2.2009 0:00:00|137210,06 Kè|78583,95 Kè
293947|17|14|26.2.2009 0:00:00|9.3.2009 0:00:00|548840,25 Kè|314335,78 Kè
293948|50|14|10.3.2009 0:00:00|22.3.2009 0:00:00|594576,94 Kè|340530,43 Kè
293949|55|14|23.3.2009 0:00:00|28.3.2009 0:00:00|274420,13 Kè|157167,89 Kè
293950|2|14|29.3.2009 0:00:00|30.3.2009 0:00:00|91473,38 Kè|52389,30 Kè
293951|26|14|31.3.2009 0:00:00|11.4.2009 0:00:00|548840,25 Kè|314335,78 Kè
293952|67|14|12.4.2009 0:00:00|25.4.2009 0:00:00|640313,63 Kè|366725,08 Kè
293953|17|14|26.4.2009 0:00:00|3.5.2009 0:00:00|365893,50 Kè|209557,19 Kè
293954|55|14|4.5.2009 0:00:00|7.5.2009 0:00:00|182946,75 Kè|104778,59 Kè
293955|45|14|8.5.2009 0:00:00|13.5.2009 0:00:00|274420,13 Kè|157167,89 Kè
293956|2|14|14.5.2009 0:00:00|27.5.2009 0:00:00|640313,63 Kè|366725,08 Kè
293957|20|14|28.5.2009 0:00:00|7.6.2009 0:00:00|503103,56 Kè|288141,13 Kè
293958|11|14|8.6.2009 0:00:00|22.6.2009 0:00:00|686050,32 Kè|392919,73 Kè
293959|34|14|23.6.2009 0:00:00|4.7.2009 0:00:00|548840,25 Kè|314335,78 Kè
293960|67|14|5.7.2009 0:00:00|11.7.2009 0:00:00|320156,81 Kè|183362,54 Kè
293961|50|14|12.7.2009 0:00:00|21.7.2009 0:00:00|457366,88 Kè|261946,48 Kè
293962|61|14|22.7.2009 0:00:00|28.7.2009 0:00:00|320156,81 Kè|183362,54 Kè
