"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
290718|159|17|30.5.2003 0:00:00|6.6.2003 0:00:00|130989,79 Kè|68942,00 Kè
290719|70|17|7.6.2003 0:00:00|13.6.2003 0:00:00|114616,07 Kè|60324,25 Kè
290720|154|17|29.6.2003 0:00:00|13.7.2003 0:00:00|245605,86 Kè|129266,24 Kè
290721|83|17|20.7.2003 0:00:00|2.8.2003 0:00:00|229232,13 Kè|120648,49 Kè
290722|121|17|3.8.2003 0:00:00|4.8.2003 0:00:00|32747,45 Kè|17235,50 Kè
290723|83|17|5.8.2003 0:00:00|8.8.2003 0:00:00|65494,90 Kè|34471,00 Kè
290724|96|17|14.8.2003 0:00:00|19.8.2003 0:00:00|98242,34 Kè|51706,50 Kè
290725|162|17|20.8.2003 0:00:00|31.8.2003 0:00:00|196484,68 Kè|103412,99 Kè
290726|121|17|1.9.2003 0:00:00|10.9.2003 0:00:00|163737,24 Kè|86177,49 Kè
290727|139|17|11.9.2003 0:00:00|12.9.2003 0:00:00|32747,45 Kè|17235,50 Kè
290728|116|17|13.9.2003 0:00:00|14.9.2003 0:00:00|32747,45 Kè|17235,50 Kè
290729|75|17|15.9.2003 0:00:00|17.9.2003 0:00:00|49121,17 Kè|25853,25 Kè
290730|154|17|18.9.2003 0:00:00|27.9.2003 0:00:00|163737,24 Kè|86177,49 Kè
290731|154|17|28.9.2003 0:00:00|2.10.2003 0:00:00|81868,62 Kè|43088,75 Kè
290732|83|17|5.10.2003 0:00:00|19.10.2003 0:00:00|245605,86 Kè|129266,24 Kè
290733|149|17|20.10.2003 0:00:00|30.10.2003 0:00:00|180110,96 Kè|94795,24 Kè
290734|139|17|31.10.2003 0:00:00|11.11.2003 0:00:00|196484,68 Kè|103412,99 Kè
290735|110|17|12.11.2003 0:00:00|26.11.2003 0:00:00|245605,86 Kè|129266,24 Kè
290736|70|17|9.12.2003 0:00:00|16.12.2003 0:00:00|130989,79 Kè|68942,00 Kè
290737|154|17|17.12.2003 0:00:00|27.12.2003 0:00:00|180110,96 Kè|94795,24 Kè
290738|165|17|28.12.2003 0:00:00|1.1.2004 0:00:00|81868,62 Kè|43088,75 Kè
290739|154|17|2.1.2004 0:00:00|6.1.2004 0:00:00|80729,64 Kè|42489,29 Kè
290740|70|17|7.1.2004 0:00:00|18.1.2004 0:00:00|193751,14 Kè|101974,29 Kè
290741|70|17|19.1.2004 0:00:00|25.1.2004 0:00:00|113021,50 Kè|59485,00 Kè
290742|110|17|26.1.2004 0:00:00|6.2.2004 0:00:00|193751,14 Kè|101974,29 Kè
290743|110|17|7.2.2004 0:00:00|15.2.2004 0:00:00|145313,35 Kè|76480,71 Kè
290744|170|17|16.2.2004 0:00:00|22.2.2004 0:00:00|113021,50 Kè|59485,00 Kè
290745|110|17|1.3.2004 0:00:00|13.3.2004 0:00:00|209897,07 Kè|110472,14 Kè
290746|105|17|14.3.2004 0:00:00|24.3.2004 0:00:00|177605,21 Kè|93476,43 Kè
290747|80|17|7.4.2004 0:00:00|16.4.2004 0:00:00|161459,28 Kè|84978,57 Kè
290748|110|17|17.4.2004 0:00:00|30.4.2004 0:00:00|226043,00 Kè|118970,00 Kè
290749|110|17|1.5.2004 0:00:00|3.5.2004 0:00:00|48437,78 Kè|25493,57 Kè
290750|165|17|4.5.2004 0:00:00|11.5.2004 0:00:00|129167,43 Kè|67982,86 Kè
290751|83|17|12.5.2004 0:00:00|25.5.2004 0:00:00|226043,00 Kè|118970,00 Kè
290752|149|17|30.5.2004 0:00:00|10.6.2004 0:00:00|193751,14 Kè|101974,29 Kè
290753|96|17|26.6.2004 0:00:00|28.6.2004 0:00:00|48437,78 Kè|25493,57 Kè
290754|83|17|29.6.2004 0:00:00|2.7.2004 0:00:00|64583,71 Kè|33991,43 Kè
290755|102|17|3.7.2004 0:00:00|5.7.2004 0:00:00|48437,78 Kè|25493,57 Kè
290756|121|17|6.7.2004 0:00:00|19.7.2004 0:00:00|226043,00 Kè|118970,00 Kè
290757|149|17|20.7.2004 0:00:00|30.7.2004 0:00:00|177605,21 Kè|93476,43 Kè
290758|110|17|31.7.2004 0:00:00|7.8.2004 0:00:00|129167,43 Kè|67982,86 Kè
290759|86|17|20.8.2004 0:00:00|1.9.2004 0:00:00|209897,07 Kè|110472,14 Kè
290760|136|17|2.9.2004 0:00:00|11.9.2004 0:00:00|161459,28 Kè|84978,57 Kè
290761|105|17|14.9.2004 0:00:00|27.9.2004 0:00:00|226043,00 Kè|118970,00 Kè
290762|96|17|28.9.2004 0:00:00|29.9.2004 0:00:00|32291,86 Kè|16995,71 Kè
290763|70|17|13.10.2004 0:00:00|23.10.2004 0:00:00|177605,21 Kè|93476,43 Kè
290764|154|17|7.11.2004 0:00:00|10.11.2004 0:00:00|64583,71 Kè|33991,43 Kè
290765|83|17|11.11.2004 0:00:00|22.11.2004 0:00:00|193751,14 Kè|101974,29 Kè
290766|165|17|23.11.2004 0:00:00|6.12.2004 0:00:00|226043,00 Kè|118970,00 Kè
290767|154|17|7.12.2004 0:00:00|17.12.2004 0:00:00|177605,21 Kè|93476,43 Kè
290768|170|17|18.12.2004 0:00:00|21.12.2004 0:00:00|64583,71 Kè|33991,43 Kè
290769|144|17|22.12.2004 0:00:00|23.12.2004 0:00:00|32291,86 Kè|16995,71 Kè
290770|136|17|6.1.2005 0:00:00|15.1.2005 0:00:00|153565,73 Kè|80824,07 Kè
290771|70|17|16.1.2005 0:00:00|26.1.2005 0:00:00|168922,31 Kè|88906,48 Kè
290772|139|17|27.1.2005 0:00:00|4.2.2005 0:00:00|138209,16 Kè|72741,66 Kè
290773|165|17|5.2.2005 0:00:00|11.2.2005 0:00:00|107496,01 Kè|56576,85 Kè
290774|99|17|12.2.2005 0:00:00|21.2.2005 0:00:00|153565,73 Kè|80824,07 Kè
290775|70|17|22.2.2005 0:00:00|2.3.2005 0:00:00|138209,16 Kè|72741,66 Kè
290776|86|17|12.3.2005 0:00:00|25.3.2005 0:00:00|214992,03 Kè|113153,70 Kè
290777|149|17|26.3.2005 0:00:00|7.4.2005 0:00:00|199635,45 Kè|105071,29 Kè
290778|126|17|8.4.2005 0:00:00|11.4.2005 0:00:00|61426,29 Kè|32329,63 Kè
290779|162|17|12.4.2005 0:00:00|25.4.2005 0:00:00|214992,03 Kè|113153,70 Kè
290780|165|17|5.6.2005 0:00:00|13.6.2005 0:00:00|138209,16 Kè|72741,66 Kè
290781|113|17|14.6.2005 0:00:00|24.6.2005 0:00:00|168922,31 Kè|88906,48 Kè
290782|170|17|25.6.2005 0:00:00|26.6.2005 0:00:00|30713,15 Kè|16164,81 Kè
290783|136|17|27.6.2005 0:00:00|10.7.2005 0:00:00|214992,03 Kè|113153,70 Kè
290784|83|17|11.7.2005 0:00:00|21.7.2005 0:00:00|168922,31 Kè|88906,48 Kè
290785|165|17|22.7.2005 0:00:00|26.7.2005 0:00:00|76782,87 Kè|40412,04 Kè
290786|91|17|27.7.2005 0:00:00|8.8.2005 0:00:00|199635,45 Kè|105071,29 Kè
290787|102|17|9.8.2005 0:00:00|10.8.2005 0:00:00|30713,15 Kè|16164,81 Kè
290788|86|17|11.8.2005 0:00:00|19.8.2005 0:00:00|138209,16 Kè|72741,66 Kè
290789|70|17|23.8.2005 0:00:00|25.8.2005 0:00:00|46069,72 Kè|24247,22 Kè
290790|159|17|26.8.2005 0:00:00|5.9.2005 0:00:00|168922,31 Kè|88906,48 Kè
290791|80|17|6.9.2005 0:00:00|13.9.2005 0:00:00|122852,59 Kè|64659,26 Kè
290792|96|17|14.9.2005 0:00:00|24.9.2005 0:00:00|168922,31 Kè|88906,48 Kè
290793|162|17|25.9.2005 0:00:00|28.9.2005 0:00:00|61426,29 Kè|32329,63 Kè
290794|105|17|29.9.2005 0:00:00|5.10.2005 0:00:00|107496,01 Kè|56576,85 Kè
290795|139|17|6.10.2005 0:00:00|20.10.2005 0:00:00|230348,60 Kè|121236,11 Kè
290796|113|17|21.10.2005 0:00:00|26.10.2005 0:00:00|92139,44 Kè|48494,44 Kè
290797|170|17|27.10.2005 0:00:00|1.11.2005 0:00:00|92139,44 Kè|48494,44 Kè
290798|86|17|2.11.2005 0:00:00|4.11.2005 0:00:00|46069,72 Kè|24247,22 Kè
290799|96|17|13.11.2005 0:00:00|19.11.2005 0:00:00|107496,01 Kè|56576,85 Kè
290800|110|17|20.11.2005 0:00:00|2.12.2005 0:00:00|199635,45 Kè|105071,29 Kè
290801|110|17|25.12.2005 0:00:00|29.12.2005 0:00:00|76782,87 Kè|40412,04 Kè
290802|75|17|7.1.2006 0:00:00|16.1.2006 0:00:00|136203,35 Kè|71685,97 Kè
290803|86|17|17.1.2006 0:00:00|20.1.2006 0:00:00|54481,34 Kè|28674,39 Kè
290804|83|17|21.1.2006 0:00:00|29.1.2006 0:00:00|122583,01 Kè|64517,38 Kè
290805|96|17|30.1.2006 0:00:00|2.2.2006 0:00:00|54481,34 Kè|28674,39 Kè
290806|113|17|3.2.2006 0:00:00|14.2.2006 0:00:00|163444,02 Kè|86023,17 Kè
290807|116|17|15.2.2006 0:00:00|28.2.2006 0:00:00|190684,69 Kè|100360,36 Kè
290808|99|17|1.3.2006 0:00:00|14.3.2006 0:00:00|190684,69 Kè|100360,36 Kè
290809|75|17|15.3.2006 0:00:00|20.3.2006 0:00:00|81722,01 Kè|43011,58 Kè
290810|139|17|21.3.2006 0:00:00|29.3.2006 0:00:00|122583,01 Kè|64517,38 Kè
290811|126|17|2.4.2006 0:00:00|6.4.2006 0:00:00|68101,67 Kè|35842,99 Kè
290812|165|17|7.4.2006 0:00:00|15.4.2006 0:00:00|122583,01 Kè|64517,38 Kè
290813|105|17|16.4.2006 0:00:00|29.4.2006 0:00:00|190684,69 Kè|100360,36 Kè
290814|96|17|14.5.2006 0:00:00|28.5.2006 0:00:00|204305,02 Kè|107528,96 Kè
290815|136|17|12.6.2006 0:00:00|25.6.2006 0:00:00|190684,69 Kè|100360,36 Kè
290816|121|17|26.6.2006 0:00:00|5.7.2006 0:00:00|136203,35 Kè|71685,97 Kè
290817|162|17|6.7.2006 0:00:00|15.7.2006 0:00:00|136203,35 Kè|71685,97 Kè
