"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
293518|50|14|28.5.1996 0:00:00|11.6.1996 0:00:00|639593,27 Kè|366312,51 Kè
293519|17|14|12.6.1996 0:00:00|18.6.1996 0:00:00|298476,86 Kè|170945,84 Kè
293520|1|14|19.6.1996 0:00:00|20.6.1996 0:00:00|85279,10 Kè|48841,67 Kè
293521|17|14|2.7.1996 0:00:00|9.7.1996 0:00:00|341116,41 Kè|195366,67 Kè
293522|2|14|10.7.1996 0:00:00|22.7.1996 0:00:00|554314,17 Kè|317470,84 Kè
293523|23|14|5.8.1996 0:00:00|15.8.1996 0:00:00|469035,07 Kè|268629,17 Kè
293524|1|14|16.8.1996 0:00:00|18.8.1996 0:00:00|127918,65 Kè|73262,50 Kè
293525|37|14|19.8.1996 0:00:00|26.8.1996 0:00:00|341116,41 Kè|195366,67 Kè
293526|1|14|16.9.1996 0:00:00|26.9.1996 0:00:00|469035,07 Kè|268629,17 Kè
293527|17|14|27.9.1996 0:00:00|9.10.1996 0:00:00|554314,17 Kè|317470,84 Kè
293528|29|14|10.10.1996 0:00:00|22.10.1996 0:00:00|554314,17 Kè|317470,84 Kè
293529|64|14|23.10.1996 0:00:00|24.10.1996 0:00:00|85279,10 Kè|48841,67 Kè
293530|67|14|4.11.1996 0:00:00|16.11.1996 0:00:00|554314,17 Kè|317470,84 Kè
293531|23|14|17.11.1996 0:00:00|26.11.1996 0:00:00|426395,52 Kè|244208,34 Kè
293532|45|14|27.11.1996 0:00:00|7.12.1996 0:00:00|469035,07 Kè|268629,17 Kè
293533|20|14|8.12.1996 0:00:00|15.12.1996 0:00:00|341116,41 Kè|195366,67 Kè
293534|58|14|30.12.1996 0:00:00|4.1.1997 0:00:00|255837,31 Kè|146525,00 Kè
293535|50|14|5.1.1997 0:00:00|13.1.1997 0:00:00|401405,60 Kè|229895,93 Kè
293536|14|14|14.1.1997 0:00:00|15.1.1997 0:00:00|89201,24 Kè|51087,99 Kè
293537|23|14|16.1.1997 0:00:00|21.1.1997 0:00:00|267603,73 Kè|153263,96 Kè
293538|37|14|22.1.1997 0:00:00|24.1.1997 0:00:00|133801,87 Kè|76631,98 Kè
293539|26|14|25.1.1997 0:00:00|6.2.1997 0:00:00|579808,09 Kè|332071,90 Kè
293540|37|14|7.2.1997 0:00:00|19.2.1997 0:00:00|579808,09 Kè|332071,90 Kè
293541|1|14|20.2.1997 0:00:00|28.2.1997 0:00:00|401405,60 Kè|229895,93 Kè
293542|67|14|1.3.1997 0:00:00|3.3.1997 0:00:00|133801,87 Kè|76631,98 Kè
293543|11|14|11.3.1997 0:00:00|15.3.1997 0:00:00|223003,11 Kè|127719,96 Kè
293544|29|14|16.3.1997 0:00:00|22.3.1997 0:00:00|312204,35 Kè|178807,95 Kè
293545|2|14|23.3.1997 0:00:00|27.3.1997 0:00:00|223003,11 Kè|127719,96 Kè
293546|2|14|28.3.1997 0:00:00|1.4.1997 0:00:00|223003,11 Kè|127719,96 Kè
293547|58|14|20.4.1997 0:00:00|23.4.1997 0:00:00|178402,49 Kè|102175,97 Kè
293548|61|14|24.4.1997 0:00:00|26.4.1997 0:00:00|133801,87 Kè|76631,98 Kè
293549|1|14|2.5.1997 0:00:00|12.5.1997 0:00:00|490606,84 Kè|280983,92 Kè
293550|64|14|19.5.1997 0:00:00|1.6.1997 0:00:00|624408,71 Kè|357615,90 Kè
293551|17|14|2.6.1997 0:00:00|14.6.1997 0:00:00|579808,09 Kè|332071,90 Kè
293552|2|14|15.6.1997 0:00:00|22.6.1997 0:00:00|356804,98 Kè|204351,94 Kè
293553|11|14|23.6.1997 0:00:00|3.7.1997 0:00:00|490606,84 Kè|280983,92 Kè
293554|23|14|4.7.1997 0:00:00|6.7.1997 0:00:00|133801,87 Kè|76631,98 Kè
293555|11|14|22.7.1997 0:00:00|5.8.1997 0:00:00|669009,33 Kè|383159,89 Kè
293556|26|14|6.8.1997 0:00:00|13.8.1997 0:00:00|356804,98 Kè|204351,94 Kè
293557|58|14|14.8.1997 0:00:00|23.8.1997 0:00:00|446006,22 Kè|255439,93 Kè
293558|23|14|24.8.1997 0:00:00|2.9.1997 0:00:00|446006,22 Kè|255439,93 Kè
293559|64|14|3.9.1997 0:00:00|10.9.1997 0:00:00|356804,98 Kè|204351,94 Kè
293560|67|14|11.9.1997 0:00:00|23.9.1997 0:00:00|579808,09 Kè|332071,90 Kè
293561|17|14|24.9.1997 0:00:00|30.9.1997 0:00:00|312204,35 Kè|178807,95 Kè
293562|58|14|1.10.1997 0:00:00|8.10.1997 0:00:00|356804,98 Kè|204351,94 Kè
293563|50|14|9.10.1997 0:00:00|18.10.1997 0:00:00|446006,22 Kè|255439,93 Kè
293564|1|14|19.10.1997 0:00:00|24.10.1997 0:00:00|267603,73 Kè|153263,96 Kè
293565|50|14|25.10.1997 0:00:00|29.10.1997 0:00:00|223003,11 Kè|127719,96 Kè
293566|2|14|30.10.1997 0:00:00|11.11.1997 0:00:00|579808,09 Kè|332071,90 Kè
293567|17|14|12.11.1997 0:00:00|25.11.1997 0:00:00|624408,71 Kè|357615,90 Kè
293568|1|14|26.11.1997 0:00:00|3.12.1997 0:00:00|356804,98 Kè|204351,94 Kè
293569|61|14|4.12.1997 0:00:00|13.12.1997 0:00:00|446006,22 Kè|255439,93 Kè
293570|55|14|14.12.1997 0:00:00|28.12.1997 0:00:00|669009,33 Kè|383159,89 Kè
