"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
288118|149|6|17.9.1993 0:00:00|29.9.1993 0:00:00|374483,54 Kè|197096,60 Kè
288119|159|6|30.9.1993 0:00:00|7.10.1993 0:00:00|230451,41 Kè|121290,22 Kè
288120|170|6|8.10.1993 0:00:00|14.10.1993 0:00:00|201644,98 Kè|106128,94 Kè
288121|83|6|15.10.1993 0:00:00|16.10.1993 0:00:00|57612,85 Kè|30322,55 Kè
288122|162|6|17.10.1993 0:00:00|24.10.1993 0:00:00|230451,41 Kè|121290,22 Kè
288123|105|6|25.10.1993 0:00:00|30.10.1993 0:00:00|172838,56 Kè|90967,66 Kè
288124|144|6|31.10.1993 0:00:00|1.11.1993 0:00:00|57612,85 Kè|30322,55 Kè
288125|162|6|2.11.1993 0:00:00|7.11.1993 0:00:00|172838,56 Kè|90967,66 Kè
288126|126|6|8.11.1993 0:00:00|15.11.1993 0:00:00|230451,41 Kè|121290,22 Kè
288127|70|6|16.11.1993 0:00:00|26.11.1993 0:00:00|316870,69 Kè|166774,05 Kè
288128|102|6|27.11.1993 0:00:00|9.12.1993 0:00:00|374483,54 Kè|197096,60 Kè
288129|75|6|10.12.1993 0:00:00|15.12.1993 0:00:00|172838,56 Kè|90967,66 Kè
288130|110|6|16.12.1993 0:00:00|29.12.1993 0:00:00|403289,97 Kè|212257,88 Kè
288131|75|6|30.12.1993 0:00:00|13.1.1994 0:00:00|432096,40 Kè|227419,16 Kè
288132|139|6|14.1.1994 0:00:00|18.1.1994 0:00:00|158549,65 Kè|83447,18 Kè
288133|70|6|19.1.1994 0:00:00|31.1.1994 0:00:00|412229,08 Kè|216962,68 Kè
288134|144|6|1.2.1994 0:00:00|12.2.1994 0:00:00|380519,15 Kè|200273,24 Kè
288135|70|6|13.2.1994 0:00:00|22.2.1994 0:00:00|317099,29 Kè|166894,37 Kè
288136|91|6|23.2.1994 0:00:00|4.3.1994 0:00:00|317099,29 Kè|166894,37 Kè
288137|91|6|5.3.1994 0:00:00|15.3.1994 0:00:00|348809,22 Kè|183583,80 Kè
288138|110|6|16.3.1994 0:00:00|23.3.1994 0:00:00|253679,43 Kè|133515,49 Kè
288139|70|6|2.4.1994 0:00:00|11.4.1994 0:00:00|317099,29 Kè|166894,37 Kè
288140|96|6|12.4.1994 0:00:00|14.4.1994 0:00:00|95129,79 Kè|50068,31 Kè
288141|83|6|15.4.1994 0:00:00|22.4.1994 0:00:00|253679,43 Kè|133515,49 Kè
288142|80|6|23.4.1994 0:00:00|5.5.1994 0:00:00|412229,08 Kè|216962,68 Kè
288143|165|6|6.5.1994 0:00:00|16.5.1994 0:00:00|348809,22 Kè|183583,80 Kè
288144|116|6|27.5.1994 0:00:00|6.6.1994 0:00:00|348809,22 Kè|183583,80 Kè
288145|139|6|7.6.1994 0:00:00|12.6.1994 0:00:00|190259,58 Kè|100136,62 Kè
288146|159|6|13.6.1994 0:00:00|17.6.1994 0:00:00|158549,65 Kè|83447,18 Kè
288147|70|6|18.6.1994 0:00:00|1.7.1994 0:00:00|443939,01 Kè|233652,11 Kè
288148|83|6|2.7.1994 0:00:00|9.7.1994 0:00:00|253679,43 Kè|133515,49 Kè
288149|126|6|10.7.1994 0:00:00|20.7.1994 0:00:00|348809,22 Kè|183583,80 Kè
288150|154|6|21.7.1994 0:00:00|28.7.1994 0:00:00|253679,43 Kè|133515,49 Kè
288151|116|6|29.7.1994 0:00:00|30.7.1994 0:00:00|63419,86 Kè|33378,87 Kè
288152|102|6|31.7.1994 0:00:00|5.8.1994 0:00:00|190259,58 Kè|100136,62 Kè
288153|165|6|6.8.1994 0:00:00|12.8.1994 0:00:00|221969,50 Kè|116826,06 Kè
288154|83|6|13.8.1994 0:00:00|20.8.1994 0:00:00|253679,43 Kè|133515,49 Kè
288155|154|6|21.8.1994 0:00:00|24.8.1994 0:00:00|126839,72 Kè|66757,75 Kè
288156|144|6|25.8.1994 0:00:00|3.9.1994 0:00:00|317099,29 Kè|166894,37 Kè
288157|96|6|4.9.1994 0:00:00|9.9.1994 0:00:00|190259,58 Kè|100136,62 Kè
288158|165|6|10.9.1994 0:00:00|16.9.1994 0:00:00|221969,50 Kè|116826,06 Kè
288159|162|6|17.9.1994 0:00:00|19.9.1994 0:00:00|95129,79 Kè|50068,31 Kè
288160|113|6|20.9.1994 0:00:00|4.10.1994 0:00:00|475648,94 Kè|250341,55 Kè
288161|83|6|5.10.1994 0:00:00|7.10.1994 0:00:00|95129,79 Kè|50068,31 Kè
288162|162|6|8.10.1994 0:00:00|16.10.1994 0:00:00|285389,36 Kè|150204,93 Kè
288163|116|6|17.10.1994 0:00:00|29.10.1994 0:00:00|412229,08 Kè|216962,68 Kè
288164|105|6|7.11.1994 0:00:00|9.11.1994 0:00:00|95129,79 Kè|50068,31 Kè
288165|70|6|12.11.1994 0:00:00|25.11.1994 0:00:00|443939,01 Kè|233652,11 Kè
288166|154|6|26.11.1994 0:00:00|10.12.1994 0:00:00|475648,94 Kè|250341,55 Kè
288167|144|6|9.1.1995 0:00:00|10.1.1995 0:00:00|61529,85 Kè|32384,13 Kè
288168|110|6|13.1.1995 0:00:00|20.1.1995 0:00:00|246119,41 Kè|129536,54 Kè
288169|170|6|21.1.1995 0:00:00|23.1.1995 0:00:00|92294,78 Kè|48576,20 Kè
288170|136|6|24.1.1995 0:00:00|3.2.1995 0:00:00|338414,20 Kè|178112,74 Kè
288171|96|6|4.2.1995 0:00:00|13.2.1995 0:00:00|307649,27 Kè|161920,67 Kè
288172|102|6|14.2.1995 0:00:00|17.2.1995 0:00:00|123059,71 Kè|64768,27 Kè
288173|113|6|18.2.1995 0:00:00|20.2.1995 0:00:00|92294,78 Kè|48576,20 Kè
288174|91|6|24.2.1995 0:00:00|1.3.1995 0:00:00|184589,56 Kè|97152,40 Kè
288175|99|6|2.3.1995 0:00:00|14.3.1995 0:00:00|399944,05 Kè|210496,87 Kè
288176|80|6|15.3.1995 0:00:00|24.3.1995 0:00:00|307649,27 Kè|161920,67 Kè
288177|105|6|2.4.1995 0:00:00|7.4.1995 0:00:00|184589,56 Kè|97152,40 Kè
288178|144|6|8.4.1995 0:00:00|15.4.1995 0:00:00|246119,41 Kè|129536,54 Kè
288179|113|6|16.4.1995 0:00:00|26.4.1995 0:00:00|338414,20 Kè|178112,74 Kè
288180|99|6|27.4.1995 0:00:00|28.4.1995 0:00:00|61529,85 Kè|32384,13 Kè
288181|80|6|29.4.1995 0:00:00|5.5.1995 0:00:00|215354,49 Kè|113344,47 Kè
288182|105|6|6.5.1995 0:00:00|20.5.1995 0:00:00|461473,90 Kè|242881,00 Kè
288183|121|6|2.6.1995 0:00:00|15.6.1995 0:00:00|430708,98 Kè|226688,94 Kè
288184|170|6|19.6.1995 0:00:00|29.6.1995 0:00:00|338414,20 Kè|178112,74 Kè
288185|121|6|30.6.1995 0:00:00|4.7.1995 0:00:00|153824,63 Kè|80960,33 Kè
288186|162|6|14.7.1995 0:00:00|17.7.1995 0:00:00|123059,71 Kè|64768,27 Kè
288187|165|6|18.7.1995 0:00:00|20.7.1995 0:00:00|92294,78 Kè|48576,20 Kè
288188|83|6|21.7.1995 0:00:00|1.8.1995 0:00:00|369179,12 Kè|194304,80 Kè
288189|102|6|2.8.1995 0:00:00|12.8.1995 0:00:00|338414,20 Kè|178112,74 Kè
288190|154|6|13.8.1995 0:00:00|23.8.1995 0:00:00|338414,20 Kè|178112,74 Kè
288191|165|6|24.8.1995 0:00:00|5.9.1995 0:00:00|399944,05 Kè|210496,87 Kè
288192|126|6|6.9.1995 0:00:00|7.9.1995 0:00:00|61529,85 Kè|32384,13 Kè
288193|83|6|8.9.1995 0:00:00|10.9.1995 0:00:00|92294,78 Kè|48576,20 Kè
288194|165|6|11.9.1995 0:00:00|22.9.1995 0:00:00|369179,12 Kè|194304,80 Kè
288195|70|6|23.9.1995 0:00:00|25.9.1995 0:00:00|92294,78 Kè|48576,20 Kè
288196|162|6|26.9.1995 0:00:00|29.9.1995 0:00:00|123059,71 Kè|64768,27 Kè
288197|136|6|30.9.1995 0:00:00|10.10.1995 0:00:00|338414,20 Kè|178112,74 Kè
288198|110|6|11.10.1995 0:00:00|14.10.1995 0:00:00|123059,71 Kè|64768,27 Kè
288199|83|6|15.10.1995 0:00:00|19.10.1995 0:00:00|153824,63 Kè|80960,33 Kè
288200|144|6|20.10.1995 0:00:00|1.11.1995 0:00:00|399944,05 Kè|210496,87 Kè
288201|75|6|2.11.1995 0:00:00|7.11.1995 0:00:00|184589,56 Kè|97152,40 Kè
288202|75|6|8.11.1995 0:00:00|14.11.1995 0:00:00|215354,49 Kè|113344,47 Kè
288203|105|6|20.11.1995 0:00:00|27.11.1995 0:00:00|246119,41 Kè|129536,54 Kè
288204|96|6|28.11.1995 0:00:00|3.12.1995 0:00:00|184589,56 Kè|97152,40 Kè
288205|91|6|4.12.1995 0:00:00|16.12.1995 0:00:00|399944,05 Kè|210496,87 Kè
288206|96|6|17.12.1995 0:00:00|31.12.1995 0:00:00|461473,90 Kè|242881,00 Kè
288207|116|6|1.1.1996 0:00:00|14.1.1996 0:00:00|412440,75 Kè|217074,08 Kè
288208|113|6|21.1.1996 0:00:00|4.2.1996 0:00:00|441900,80 Kè|232579,37 Kè
288209|102|6|5.2.1996 0:00:00|15.2.1996 0:00:00|324060,59 Kè|170558,21 Kè
288210|86|6|16.2.1996 0:00:00|27.2.1996 0:00:00|353520,64 Kè|186063,50 Kè
288211|96|6|5.3.1996 0:00:00|18.3.1996 0:00:00|412440,75 Kè|217074,08 Kè
288212|121|6|19.3.1996 0:00:00|23.3.1996 0:00:00|147300,27 Kè|77526,46 Kè
288213|170|6|24.3.1996 0:00:00|28.3.1996 0:00:00|147300,27 Kè|77526,46 Kè
288214|126|6|29.3.1996 0:00:00|12.4.1996 0:00:00|441900,80 Kè|232579,37 Kè
288215|154|6|13.4.1996 0:00:00|18.4.1996 0:00:00|176760,32 Kè|93031,75 Kè
288216|105|6|3.5.1996 0:00:00|15.5.1996 0:00:00|382980,69 Kè|201568,79 Kè
288217|75|6|27.5.1996 0:00:00|5.6.1996 0:00:00|294600,53 Kè|155052,91 Kè
