"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
283118|312|18|28.8.2002 0:00:00|10.9.2002 0:00:00|6289508,47 Kè|3699710,76 Kè
283119|349|18|11.9.2002 0:00:00|25.9.2002 0:00:00|6738759,07 Kè|3963975,81 Kè
283120|312|18|6.10.2002 0:00:00|19.10.2002 0:00:00|6289508,47 Kè|3699710,76 Kè
283121|322|18|20.10.2002 0:00:00|22.10.2002 0:00:00|1347751,81 Kè|792795,16 Kè
283122|250|18|23.10.2002 0:00:00|27.10.2002 0:00:00|2246253,02 Kè|1321325,27 Kè
283123|330|18|28.10.2002 0:00:00|9.11.2002 0:00:00|5840257,86 Kè|3435445,70 Kè
283124|355|18|9.12.2002 0:00:00|12.12.2002 0:00:00|1797002,42 Kè|1057060,22 Kè
283125|250|18|13.12.2002 0:00:00|18.12.2002 0:00:00|2695503,63 Kè|1585590,33 Kè
283126|327|18|19.12.2002 0:00:00|23.12.2002 0:00:00|2246253,02 Kè|1321325,27 Kè
283127|338|18|24.12.2002 0:00:00|29.12.2002 0:00:00|2695503,63 Kè|1585590,33 Kè
283128|312|18|30.12.2002 0:00:00|1.1.2003 0:00:00|1347751,81 Kè|792795,16 Kè
283129|322|18|6.1.2003 0:00:00|9.1.2003 0:00:00|1758020,94 Kè|1034129,93 Kè
283130|349|18|10.1.2003 0:00:00|11.1.2003 0:00:00|879010,47 Kè|517064,97 Kè
283131|341|18|12.1.2003 0:00:00|25.1.2003 0:00:00|6153073,28 Kè|3619454,77 Kè
283132|40|18|26.1.2003 0:00:00|2.2.2003 0:00:00|3516041,87 Kè|2068259,87 Kè
283133|40|18|3.2.2003 0:00:00|13.2.2003 0:00:00|4834557,57 Kè|2843857,32 Kè
283134|333|18|24.2.2003 0:00:00|4.3.2003 0:00:00|3955547,11 Kè|2326792,35 Kè
283135|40|18|5.3.2003 0:00:00|14.3.2003 0:00:00|4395052,34 Kè|2585324,83 Kè
283136|352|18|15.3.2003 0:00:00|18.3.2003 0:00:00|1758020,94 Kè|1034129,93 Kè
283137|355|18|19.3.2003 0:00:00|25.3.2003 0:00:00|3076536,64 Kè|1809727,38 Kè
283138|352|18|26.3.2003 0:00:00|7.4.2003 0:00:00|5713568,04 Kè|3360922,28 Kè
283139|330|18|8.4.2003 0:00:00|14.4.2003 0:00:00|3076536,64 Kè|1809727,38 Kè
283140|338|18|15.4.2003 0:00:00|29.4.2003 0:00:00|6592578,51 Kè|3877987,25 Kè
283141|352|18|30.4.2003 0:00:00|8.5.2003 0:00:00|3955547,11 Kè|2326792,35 Kè
283142|355|18|16.5.2003 0:00:00|20.5.2003 0:00:00|2197526,17 Kè|1292662,42 Kè
283143|349|18|1.6.2003 0:00:00|3.6.2003 0:00:00|1318515,70 Kè|775597,45 Kè
283144|327|18|4.6.2003 0:00:00|18.6.2003 0:00:00|6592578,51 Kè|3877987,25 Kè
283145|322|18|19.6.2003 0:00:00|24.6.2003 0:00:00|2637031,40 Kè|1551194,90 Kè
283146|317|18|5.7.2003 0:00:00|7.7.2003 0:00:00|1318515,70 Kè|775597,45 Kè
283147|341|18|8.7.2003 0:00:00|9.7.2003 0:00:00|879010,47 Kè|517064,97 Kè
283148|355|18|10.7.2003 0:00:00|23.7.2003 0:00:00|6153073,28 Kè|3619454,77 Kè
283149|312|18|24.7.2003 0:00:00|29.7.2003 0:00:00|2637031,40 Kè|1551194,90 Kè
283150|355|18|30.7.2003 0:00:00|3.8.2003 0:00:00|2197526,17 Kè|1292662,42 Kè
283151|341|18|7.8.2003 0:00:00|20.8.2003 0:00:00|6153073,28 Kè|3619454,77 Kè
283152|355|18|21.8.2003 0:00:00|25.8.2003 0:00:00|2197526,17 Kè|1292662,42 Kè
283153|312|18|26.8.2003 0:00:00|28.8.2003 0:00:00|1318515,70 Kè|775597,45 Kè
283154|322|18|29.8.2003 0:00:00|5.9.2003 0:00:00|3516041,87 Kè|2068259,87 Kè
283155|333|18|30.9.2003 0:00:00|3.10.2003 0:00:00|1758020,94 Kè|1034129,93 Kè
283156|40|18|4.10.2003 0:00:00|10.10.2003 0:00:00|3076536,64 Kè|1809727,38 Kè
283157|344|18|11.10.2003 0:00:00|15.10.2003 0:00:00|2197526,17 Kè|1292662,42 Kè
283158|344|18|16.10.2003 0:00:00|25.10.2003 0:00:00|4395052,34 Kè|2585324,83 Kè
283159|40|18|26.10.2003 0:00:00|4.11.2003 0:00:00|4395052,34 Kè|2585324,83 Kè
283160|250|18|5.11.2003 0:00:00|13.11.2003 0:00:00|3955547,11 Kè|2326792,35 Kè
283161|250|18|14.11.2003 0:00:00|15.11.2003 0:00:00|879010,47 Kè|517064,97 Kè
283162|40|18|16.11.2003 0:00:00|29.11.2003 0:00:00|6153073,28 Kè|3619454,77 Kè
283163|317|18|30.11.2003 0:00:00|1.12.2003 0:00:00|879010,47 Kè|517064,97 Kè
283164|344|18|2.12.2003 0:00:00|13.12.2003 0:00:00|5274062,81 Kè|3102389,80 Kè
283165|250|18|14.12.2003 0:00:00|28.12.2003 0:00:00|6592578,51 Kè|3877987,25 Kè
283166|341|18|29.12.2003 0:00:00|4.1.2004 0:00:00|3076536,64 Kè|1809727,38 Kè
283167|330|18|5.1.2004 0:00:00|16.1.2004 0:00:00|5200688,69 Kè|3059228,56 Kè
283168|341|18|17.1.2004 0:00:00|27.1.2004 0:00:00|4767297,97 Kè|2804292,84 Kè
283169|344|18|5.2.2004 0:00:00|19.2.2004 0:00:00|6500860,86 Kè|3824035,70 Kè
283170|317|18|20.2.2004 0:00:00|23.2.2004 0:00:00|1733562,90 Kè|1019742,85 Kè
283171|250|18|4.3.2004 0:00:00|17.3.2004 0:00:00|6067470,14 Kè|3569099,98 Kè
283172|352|18|18.3.2004 0:00:00|29.3.2004 0:00:00|5200688,69 Kè|3059228,56 Kè
283173|330|18|5.4.2004 0:00:00|13.4.2004 0:00:00|3900516,52 Kè|2294421,42 Kè
283174|250|18|14.4.2004 0:00:00|28.4.2004 0:00:00|6500860,86 Kè|3824035,70 Kè
283175|327|18|29.4.2004 0:00:00|7.5.2004 0:00:00|3900516,52 Kè|2294421,42 Kè
283176|312|18|8.5.2004 0:00:00|22.5.2004 0:00:00|6500860,86 Kè|3824035,70 Kè
283177|312|18|23.5.2004 0:00:00|25.5.2004 0:00:00|1300172,17 Kè|764807,14 Kè
283178|327|18|26.5.2004 0:00:00|8.6.2004 0:00:00|6067470,14 Kè|3569099,98 Kè
283179|327|18|9.6.2004 0:00:00|11.6.2004 0:00:00|1300172,17 Kè|764807,14 Kè
283180|327|18|12.6.2004 0:00:00|21.6.2004 0:00:00|4333907,24 Kè|2549357,13 Kè
283181|352|18|3.7.2004 0:00:00|10.7.2004 0:00:00|3467125,79 Kè|2039485,70 Kè
283182|312|18|21.7.2004 0:00:00|1.8.2004 0:00:00|5200688,69 Kè|3059228,56 Kè
283183|338|18|2.8.2004 0:00:00|14.8.2004 0:00:00|5634079,42 Kè|3314164,27 Kè
283184|355|18|15.8.2004 0:00:00|25.8.2004 0:00:00|4767297,97 Kè|2804292,84 Kè
283185|250|18|26.8.2004 0:00:00|3.9.2004 0:00:00|3900516,52 Kè|2294421,42 Kè
283186|317|18|4.9.2004 0:00:00|6.9.2004 0:00:00|1300172,17 Kè|764807,14 Kè
283187|352|18|7.9.2004 0:00:00|16.9.2004 0:00:00|4333907,24 Kè|2549357,13 Kè
283188|317|18|17.9.2004 0:00:00|30.9.2004 0:00:00|6067470,14 Kè|3569099,98 Kè
