"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
282318|338|1|25.5.2001 0:00:00|31.5.2001 0:00:00|2637284,42 Kè|1861612,48 Kè
282319|250|1|1.6.2001 0:00:00|11.6.2001 0:00:00|4144304,08 Kè|2925391,04 Kè
282320|349|1|12.6.2001 0:00:00|24.6.2001 0:00:00|4897813,92 Kè|3457280,32 Kè
282321|341|1|25.6.2001 0:00:00|9.7.2001 0:00:00|5651323,75 Kè|3989169,59 Kè
282322|312|1|10.7.2001 0:00:00|24.7.2001 0:00:00|5651323,75 Kè|3989169,59 Kè
282323|338|1|25.7.2001 0:00:00|5.8.2001 0:00:00|4521059,00 Kè|3191335,68 Kè
282324|344|1|6.8.2001 0:00:00|15.8.2001 0:00:00|3767549,17 Kè|2659446,40 Kè
282325|317|1|16.8.2001 0:00:00|22.8.2001 0:00:00|2637284,42 Kè|1861612,48 Kè
282326|344|1|23.8.2001 0:00:00|6.9.2001 0:00:00|5651323,75 Kè|3989169,59 Kè
282327|333|1|7.9.2001 0:00:00|18.9.2001 0:00:00|4521059,00 Kè|3191335,68 Kè
282328|250|1|19.9.2001 0:00:00|29.9.2001 0:00:00|4144304,08 Kè|2925391,04 Kè
282329|317|1|11.10.2001 0:00:00|21.10.2001 0:00:00|4144304,08 Kè|2925391,04 Kè
282330|330|1|22.10.2001 0:00:00|4.11.2001 0:00:00|5274568,83 Kè|3723224,95 Kè
282331|322|1|5.11.2001 0:00:00|16.11.2001 0:00:00|4521059,00 Kè|3191335,68 Kè
282332|322|1|17.11.2001 0:00:00|22.11.2001 0:00:00|2260529,50 Kè|1595667,84 Kè
282333|341|1|29.11.2001 0:00:00|8.12.2001 0:00:00|3767549,17 Kè|2659446,40 Kè
282334|330|1|9.12.2001 0:00:00|19.12.2001 0:00:00|4144304,08 Kè|2925391,04 Kè
282335|327|1|23.12.2001 0:00:00|24.12.2001 0:00:00|753509,83 Kè|531889,28 Kè
282336|330|1|5.1.2002 0:00:00|11.1.2002 0:00:00|2620628,53 Kè|1849855,38 Kè
282337|40|1|12.1.2002 0:00:00|23.1.2002 0:00:00|4492506,05 Kè|3171180,65 Kè
282338|40|1|24.1.2002 0:00:00|28.1.2002 0:00:00|1871877,52 Kè|1321325,27 Kè
282339|40|1|29.1.2002 0:00:00|1.2.2002 0:00:00|1497502,02 Kè|1057060,22 Kè
282340|355|1|2.2.2002 0:00:00|15.2.2002 0:00:00|5241257,06 Kè|3699710,76 Kè
282341|341|1|16.2.2002 0:00:00|20.2.2002 0:00:00|1871877,52 Kè|1321325,27 Kè
282342|250|1|21.2.2002 0:00:00|27.2.2002 0:00:00|2620628,53 Kè|1849855,38 Kè
282343|312|1|28.2.2002 0:00:00|8.3.2002 0:00:00|3369379,54 Kè|2378385,49 Kè
282344|349|1|9.3.2002 0:00:00|10.3.2002 0:00:00|748751,01 Kè|528530,11 Kè
282345|355|1|11.3.2002 0:00:00|21.3.2002 0:00:00|4118130,54 Kè|2906915,60 Kè
282346|355|1|5.4.2002 0:00:00|14.4.2002 0:00:00|3743755,04 Kè|2642650,54 Kè
282347|341|1|29.4.2002 0:00:00|2.5.2002 0:00:00|1497502,02 Kè|1057060,22 Kè
282348|352|1|18.5.2002 0:00:00|22.5.2002 0:00:00|1871877,52 Kè|1321325,27 Kè
282349|330|1|28.5.2002 0:00:00|30.5.2002 0:00:00|1123126,51 Kè|792795,16 Kè
282350|322|1|18.6.2002 0:00:00|28.6.2002 0:00:00|4118130,54 Kè|2906915,60 Kè
282351|322|1|29.6.2002 0:00:00|9.7.2002 0:00:00|4118130,54 Kè|2906915,60 Kè
282352|327|1|10.7.2002 0:00:00|19.7.2002 0:00:00|3743755,04 Kè|2642650,54 Kè
282353|317|1|1.8.2002 0:00:00|9.8.2002 0:00:00|3369379,54 Kè|2378385,49 Kè
282354|322|1|10.8.2002 0:00:00|15.8.2002 0:00:00|2246253,02 Kè|1585590,33 Kè
282355|352|1|16.8.2002 0:00:00|21.8.2002 0:00:00|2246253,02 Kè|1585590,33 Kè
