"idkontr"|"idzak"|"idzdroje"|"datumod"|"datumdo"|"cena_celkem"|"naklady_celkem"
284218|247|4|23.11.1990 0:00:00|27.11.1990 0:00:00|299016,32 Kè|166120,18 Kè
284219|229|4|2.12.1990 0:00:00|12.12.1990 0:00:00|657835,89 Kè|365464,40 Kè
284220|178|4|15.12.1990 0:00:00|16.12.1990 0:00:00|119606,53 Kè|66448,07 Kè
284221|200|4|17.12.1990 0:00:00|19.12.1990 0:00:00|179409,79 Kè|99672,11 Kè
284222|208|4|3.1.1991 0:00:00|5.1.1991 0:00:00|183308,72 Kè|101838,18 Kè
284223|191|4|6.1.1991 0:00:00|14.1.1991 0:00:00|549926,15 Kè|305514,54 Kè
284224|234|4|15.1.1991 0:00:00|21.1.1991 0:00:00|427720,34 Kè|237622,42 Kè
284225|226|4|22.1.1991 0:00:00|3.2.1991 0:00:00|794337,78 Kè|441298,78 Kè
284226|266|4|9.2.1991 0:00:00|11.2.1991 0:00:00|183308,72 Kè|101838,18 Kè
284227|258|4|12.2.1991 0:00:00|21.2.1991 0:00:00|611029,06 Kè|339460,60 Kè
284228|188|4|22.2.1991 0:00:00|24.2.1991 0:00:00|183308,72 Kè|101838,18 Kè
284229|298|4|25.2.1991 0:00:00|3.3.1991 0:00:00|427720,34 Kè|237622,42 Kè
284230|253|4|17.3.1991 0:00:00|31.3.1991 0:00:00|916543,59 Kè|509190,90 Kè
284231|197|4|1.4.1991 0:00:00|14.4.1991 0:00:00|855440,68 Kè|475244,84 Kè
284232|131|4|20.5.1991 0:00:00|30.5.1991 0:00:00|672131,96 Kè|373406,66 Kè
284233|304|4|31.5.1991 0:00:00|13.6.1991 0:00:00|855440,68 Kè|475244,84 Kè
284234|304|4|14.6.1991 0:00:00|20.6.1991 0:00:00|427720,34 Kè|237622,42 Kè
284235|239|4|21.6.1991 0:00:00|27.6.1991 0:00:00|427720,34 Kè|237622,42 Kè
284236|274|4|8.7.1991 0:00:00|13.7.1991 0:00:00|366617,43 Kè|203676,36 Kè
284237|298|4|14.7.1991 0:00:00|17.7.1991 0:00:00|244411,62 Kè|135784,24 Kè
284238|274|4|18.7.1991 0:00:00|1.8.1991 0:00:00|916543,59 Kè|509190,90 Kè
284239|226|4|2.8.1991 0:00:00|9.8.1991 0:00:00|488823,25 Kè|271568,48 Kè
284240|213|4|10.8.1991 0:00:00|22.8.1991 0:00:00|794337,78 Kè|441298,78 Kè
284241|287|4|23.8.1991 0:00:00|5.9.1991 0:00:00|855440,68 Kè|475244,84 Kè
284242|266|4|6.9.1991 0:00:00|16.9.1991 0:00:00|672131,96 Kè|373406,66 Kè
284243|292|4|26.9.1991 0:00:00|27.9.1991 0:00:00|122205,81 Kè|67892,12 Kè
284244|263|4|28.9.1991 0:00:00|30.9.1991 0:00:00|183308,72 Kè|101838,18 Kè
284245|266|4|9.10.1991 0:00:00|23.10.1991 0:00:00|916543,59 Kè|509190,90 Kè
284246|229|4|24.10.1991 0:00:00|6.11.1991 0:00:00|855440,68 Kè|475244,84 Kè
284247|194|4|7.11.1991 0:00:00|10.11.1991 0:00:00|244411,62 Kè|135784,24 Kè
284248|194|4|11.11.1991 0:00:00|19.11.1991 0:00:00|549926,15 Kè|305514,54 Kè
284249|203|4|20.11.1991 0:00:00|30.11.1991 0:00:00|672131,96 Kè|373406,66 Kè
284250|188|4|1.12.1991 0:00:00|5.12.1991 0:00:00|305514,53 Kè|169730,30 Kè
284251|226|4|19.12.1991 0:00:00|28.12.1991 0:00:00|611029,06 Kè|339460,60 Kè
284252|295|4|29.12.1991 0:00:00|2.1.1992 0:00:00|305514,53 Kè|169730,30 Kè
284253|301|4|3.1.1992 0:00:00|17.1.1992 0:00:00|960130,84 Kè|533406,03 Kè
284254|247|4|25.1.1992 0:00:00|3.2.1992 0:00:00|640087,22 Kè|355604,02 Kè
284255|200|4|4.2.1992 0:00:00|13.2.1992 0:00:00|640087,22 Kè|355604,02 Kè
